HCPCS_CPT_CODE|MODIFIER|FEE
67120||1361.97
67121||1361.97
67141||179.58
67145||162.9
67208||179.58
67210||305.11
67218||1780.02
67220||321.08
67221||169.06
67227||181.04
67228||193.38
67229||330.33
67250||1150.76
67255||2349.0
67311||1150.76
67312||1780.02
67314||1150.76
67316||1150.76
67318||1150.76
67343||1150.76
67345||138.96
67346||1780.02
67400||1780.02
67405||1150.76
67412||1150.76
67413||1150.76
67414||1780.02
67415||1150.76
67420||1780.02
67430||1780.02
67440||2256.12
67445||1780.02
67450||1780.02
67500||37.0
67505||46.08
67515||26.12
67516||69.66
67550||1780.02
67560||1780.02
67570||1780.02
67700||179.58
67710||212.96
67715||1150.76
67800||84.89
67801||101.94
67805||132.06
67808||1150.76
67810||149.11
67825||89.25
67830||556.28
67835||1150.76
67840||215.13
67850||163.62
67875||556.28
67880||1150.76
67882||1150.76
67900||1150.76
67901||1150.76
67902||1780.02
67903||1150.76
67904||1150.76
67906||1780.02
67908||1150.76
67909||1150.76
67911||1150.76
67912||1150.76
67914||1150.76
67915||253.96
67916||1150.76
67917||1150.76
67921||1150.76
67922||248.51
67923||1150.76
67924||1150.76
67930||253.59
67935||1150.76
67938||179.58
67950||1150.76
67961||1150.76
67966||1150.76
67971||1150.76
67973||1150.76
67974||1780.02
67975||1150.76
68020||76.19
68040||35.55
68100||137.87
68110||181.4
68115||1150.76
68130||1150.76
68135||97.23
68320||1150.76
68325||1780.02
68326||1780.02
68328||1150.76
68330||1361.97
68335||1780.02
68340||1150.76
68360||1780.02
68362||1150.76
68371||1150.76
68400||246.34
68420||260.12
68440||74.73
68500||1780.02
68505||1780.02
68510||1150.76
68520||1780.02
68525||1150.76
68530||179.58
68540||1150.76
68550||1780.02
68700||1150.76
68705||179.58
68720||1780.02
68745||1780.02
68750||1780.02
68760||163.99
68761||101.94
68770||1150.76
68810||179.58
68811||1150.76
68815||1150.76
68816||1150.76
68840||93.24
69000||138.23
69005||148.02
69020||186.12
69100||70.38
69105||119.0
69110||1348.05
69120||3272.1
69140||3272.1
69145||1348.05
69150||3272.1
69205||794.41
69222||173.05
69300||1564.02
69310||3272.1
69320||3272.1
69420||139.22
69421||1564.02
69424||103.4
69433||154.19
69436||737.32
69440||1564.02
69450||1564.02
69501||3272.1
69502||3272.1
69505||3272.1
69511||3272.1
69530||3272.1
69540||174.51
69550||3272.1
69552||3272.1
69601||3272.1
69602||3272.1
69603||3272.1
69604||3272.1
69610||231.46
69620||1564.02
69631||3272.1
69632||3272.1
69633||3272.1
69635||3272.1
69636||3272.1
69637||3272.1
69641||3272.1
69642||3272.1
69643||3272.1
69644||3272.1
69645||3272.1
69646||3272.1
69650||1564.02
69660||3272.1
69661||3272.1
69662||3272.1
69666||1564.02
69667||1564.02
69670||3272.1
69676||1564.02
69700||737.32
69705||4752.26
69706||4737.58
69711||1564.02
69714||11420.32
69716||11406.84
69717||5988.81
69719||11855.54
69720||3272.1
69726||1771.19
69727||1771.19
69728||1771.19
69729||11504.42
69730||10474.8
69740||3272.1
69745||3272.1
69801||160.71
69805||3272.1
69806||3272.1
69905||3272.1
69910||3272.1
69915||1564.02
69930||30990.29
70336||146.12
70450||63.61
70460||105.58
70470||108.47
70480||63.61
70481||108.47
70482||108.47
70486||63.61
70487||108.47
70488||108.47
70490||63.61
70491||108.47
70492||108.47
70496||108.47
70498||108.47
70540||146.12
70542||211.15
70543||216.18
70544||146.12
70545||189.38
70546||216.18
70547||146.12
70548||194.46
70549||216.18
70551||140.76
70552||206.8
70553||216.18
70554||146.12
70555||146.12
70557||327.27
70558||108.47
70559||108.47
71045||18.51
71046||25.03
71250||63.61
71260||108.47
71270||108.47
71275||108.47
71550||146.12
71551||322.53
71552||216.18
72083||63.61
72084||63.61
72125||63.61
72126||123.35
72127||108.47
72128||63.61
72129||108.47
72130||108.47
72131||63.61
72132||124.08
72133||108.47
72141||133.87
72142||210.78
72146||134.23
72147||208.61
72148||134.6
72149||205.7
72156||216.18
72157||216.18
72158||216.18
72191||108.47
72192||63.61
72193||108.47
72194||108.47
72195||146.12
72196||207.16
72197||216.18
73200||63.61
73201||160.71
73202||108.47
73206||108.47
73218||146.12
73219||216.18
73220||216.18
73221||146.12
73222||258.67
73223||216.18
73700||63.61
73701||108.47
73702||108.47
73706||108.47
73718||146.12
73719||206.07
73720||216.18
73721||146.12
73722||260.49
73723||216.18
74150||63.61
74160||108.47
74170||108.47
74174||216.18
74175||108.47
74176||113.19
74177||216.18
74178||216.18
74181||140.76
74182||216.18
74183||216.18
74230||104.85
74240||89.62
74246||102.31
74250||88.89
74251||108.47
74261||63.61
74262||108.47
74283||108.47
74400||108.47
74410||108.47
74415||108.47
74420||216.18
74712||146.12
74775||146.12
75557||146.12
75559||260.12
75561||216.18
75563||311.28
75572||162.17
75573||206.8
75574||216.18
75731||108.48
75746||89.97
75803||709.3
75805||1781.87
75810||1781.87
75822||70.02
75870||112.83
75887||78.37
75898||1781.87
76000||30.11
76145||319.63
76390||54.5
76391||146.12
76498||54.5
76700||63.61
76705||63.61
76770||63.61
76776||63.61
76801||63.61
76805||63.61
76811||95.06
76818||63.61
76819||53.33
76825||192.65
76826||124.44
76830||63.61
76831||86.34
76856||63.61
76857||28.66
76872||63.61
76873||63.61
76881||11.25
76936||178.13
76977||4.72
76978||108.47
76981||63.61
76982||63.61
77046||146.12
77047||146.12
77078||54.5
77080||32.29
77081||24.31
77084||146.12
77280||79.78
77285||220.38
77290||220.38
77295||279.72
77299||79.78
77300||37.0
77301||822.37
77306||81.99
77307||148.75
77316||187.92
77317||220.38
77318||220.38
77321||48.61
77331||20.68
77332||18.14
77333||79.78
77334||71.47
77336||79.78
77338||220.38
77370||79.78
77385||348.32
77386||348.32
77399||79.78
77401||44.26
77402||65.95
77407||158.37
77412||158.37
77423||37.0
77424||2506.0
77425||2506.0
77470||41.72
77520||348.32
77522||767.28
77523||767.28
77525||767.28
77600||158.37
77605||422.02
77610||348.32
77615||348.32
77620||348.32
77750||144.39
77761||239.81
77762||276.09
77763||362.8
77767||158.37
77768||158.37
77770||266.29
77771||422.02
77772||422.02
77778||422.02
77789||65.95
77799||65.95
78012||243.12
78013||243.12
78014||243.12
78015||243.12
78016||243.12
78018||326.96
78070||243.12
78071||243.12
78072||326.96
78075||799.36
78099||243.12
78102||243.12
78103||243.12
78104||243.12
78110||799.36
78111||799.36
78120||243.12
78121||326.96
78122||326.96
78130||243.12
78140||243.12
78185||243.12
78191||243.12
78195||326.96
78199||243.12
78201||326.96
78202||326.96
78215||243.12
78216||243.12
78226||243.12
78227||326.96
78230||243.12
78231||243.12
78232||243.12
78258||243.12
78261||243.12
78262||243.12
78264||243.12
78265||243.12
78266||326.96
78278||243.12
78282||243.12
78290||243.12
78291||243.12
78299||243.12
78300||243.12
78305||243.12
78306||243.12
78315||243.12
78399||243.12
78414||326.96
78428||243.12
78429||878.5
78430||878.5
78431||1355.04
78432||1174.4
78433||1355.04
78445||243.12
78451||799.36
78452||799.36
78453||799.36
78454||799.36
78456||799.36
78457||326.96
78458||243.12
78459||799.36
78466||243.12
78468||326.96
78469||326.96
78472||243.12
78473||243.12
78481||326.96
78483||326.96
78491||878.5
78492||878.5
78494||243.12
78499||243.12
78579||243.12
78580||243.12
78582||326.96
78597||243.12
78598||326.96
78599||243.12
78600||243.12
78601||243.12
78605||326.96
78606||326.96
78608||878.5
78610||326.96
78630||326.96
78635||326.96
78645||326.96
78650||799.36
78660||243.12
78699||243.12
78700||243.12
78701||243.12
78707||326.96
78708||326.96
78709||326.96
78725||243.12
78740||243.12
78761||243.12
78799||243.12
78800||243.12
78801||243.12
78802||799.36
78803||799.36
78804||799.36
78811||799.36
78812||878.5
78813||878.5
78814||878.5
78815||878.5
78816||878.5
78830||799.36
78831||799.36
78832||878.5
78999||243.12
79005||55.51
79101||57.68
79200||56.24
79300||134.95
79403||87.44
79440||42.45
79445||134.95
79999||134.95
91035||319.63
92920||4069.31
92928||7844.65
93451||1857.04
93452||1857.04
93453||1857.04
93454||1857.04
93455||1857.04
93456||1857.04
93457||1857.04
93458||1857.04
93459||1857.04
93460||1857.04
93461||1857.04
93985||146.12
93986||63.61
C7531|FC|5621.34
C7532|FC|5640.72
C7535|FC|8968.55
C7537|FC|9417.26
C7538|FC|9401.09
C7539|FC|9392.14
C7540|FC|9406.22
C7563|FC|5640.72
C7564|FC|8948.8
C8003|FC|10278.84
C9600|FC|5535.72
C9739|FC|2704.48
C9740|FC|5089.8
C9757|FC|7181.76
C9764|FC|5474.09
C9765|FC|8806.55
C9766|FC|8784.1
C9767|FC|8791.36
C9772|FC|5490.07
C9773|FC|8883.34
C9774|FC|8861.4
C9775|FC|8751.58
C9777|FC|2037.38
C9778|FC|2443.13
C9781|FC|7123.82
C9796|FC|1534.62
C9797|FC|8823.75
0200T|FC|3841.54
0238T|FC|8892.61
0253T|FC|2272.52
0266T|FC|25485.37
0268T|FC|16075.84
0275T|FC|3779.72
0308T|FC|9115.29
0335T|FC|3756.36
0339T|FC|2850.32
0408T|FC|16440.79
0409T|FC|12461.86
0410T|FC|4662.92
0414T|FC|12663.84
0421T|FC|5184.64
0440T|FC|985.8
0441T|FC|991.33
0442T|FC|3328.24
0449T|FC|2834.71
0511T|FC|3805.36
0524T|FC|1734.04
0525T|FC|9114.87
0526T|FC|4662.92
0527T|FC|4693.16
0581T|FC|1665.12
0583T|FC|721.64
0587T|FC|3866.24
0594T|FC|3854.02
0600T|FC|5292.79
0601T|FC|5276.62
0614T|FC|12658.55
0619T|FC|5213.91
0620T|FC|19921.33
0621T|FC|2299.04
0627T|FC|7024.86
0629T|FC|6977.74
0632T|FC|8823.75
0644T|FC|2832.7
0651T|FC|547.21
0671T|FC|2816.09
0674T|FC|16102.56
0675T|FC|7345.69
0677T|FC|5374.57
0680T|FC|12109.44
0707T|FC|1708.12
0737T|FC|7198.55
0784T|FC|7345.69
0793T|FC|8823.75
0797T|FC|9193.78
0800T|FC|1743.99
0803T|FC|9193.78
0816T|FC|12109.44
0817T|FC|12109.44
0869T|FC|1733.53
0884T|FC|2968.59
0885T|FC|2968.59
0886T|FC|2968.59
0913T|FC|2886.66
0915T|FC|16517.57
0916T|FC|12663.84
0917T|FC|4662.92
0918T|FC|4662.92
0923T|FC|12663.84
0933T|FC|1817.55
19105|FC|1645.8
19296|FC|3444.41
19298|FC|2863.38
19357|FC|4544.52
20690|FC|3811.66
20692|FC|7280.52
20696|FC|10250.52
20900|FC|3820.46
20983|FC|3812.88
21121|FC|1497.02
21122|FC|3202.52
21125|FC|3202.52
21150|FC|3202.52
21195|FC|3183.61
21208|FC|3198.71
21210|FC|3177.32
21215|FC|3188.42
21243|FC|10333.93
21244|FC|3163.74
21245|FC|3155.67
21267|FC|3094.93
21270|FC|3177.59
21275|FC|3201.63
21452|FC|3199.09
21454|FC|3197.55
21461|FC|3187.23
21462|FC|3201.92
21465|FC|3200.1
21685|FC|3199.87
22551|FC|7222.63
22554|FC|7230.91
22612|FC|10323.49
22856|FC|10326.28
22867|FC|10318.63
22869|FC|7061.35
23170|FC|1730.36
23395|FC|3849.44
23430|FC|3840.32
23455|FC|3850.28
23460|FC|3854.04
23470|FC|7170.48
23472|FC|10280.37
23485|FC|7256.48
23491|FC|7281.64
23515|FC|3839.7
23550|FC|3843.53
23552|FC|3837.86
23585|FC|3829.05
23615|FC|7226.73
23616|FC|10309.29
23630|FC|3844.96
23670|FC|3845.45
23680|FC|7277.66
24116|FC|3854.02
24126|FC|3843.59
24152|FC|3831.45
24344|FC|3840.29
24360|FC|3803.58
24361|FC|10323.49
24362|FC|7160.83
24363|FC|10300.31
24365|FC|7200.03
24366|FC|7175.44
24370|FC|7228.51
24371|FC|10357.33
24430|FC|7227.95
24435|FC|7228.67
24498|FC|7205.9
24515|FC|7258.83
24516|FC|7248.32
24545|FC|7231.63
24546|FC|7200.23
24575|FC|7274.19
24579|FC|7274.6
24586|FC|7230.45
24587|FC|7230.71
24615|FC|3842.72
24635|FC|3822.65
24666|FC|7146.64
24685|FC|3848.46
25332|FC|1733.53
25337|FC|3838.47
25350|FC|3817.89
25390|FC|3817.12
25391|FC|7187.31
25393|FC|3850.21
25400|FC|3830.01
25405|FC|3842.67
25415|FC|3854.02
25420|FC|3854.02
25425|FC|3754.04
25426|FC|1726.23
25431|FC|3793.91
25441|FC|7135.77
25442|FC|10257.57
25443|FC|3800.5
25444|FC|7071.25
25445|FC|3820.17
25446|FC|10270.82
25491|FC|7281.64
25515|FC|3852.42
25525|FC|3835.73
25526|FC|3824.39
25545|FC|3855.99
25574|FC|3828.38
25575|FC|3831.16
25607|FC|3826.41
25608|FC|3825.97
25609|FC|3823.7
25652|FC|3816.76
25800|FC|3822.95
25805|FC|3806.25
25810|FC|7261.43
25820|FC|3833.52
25825|FC|3852.39
26372|FC|3852.2
26390|FC|3854.6
26530|FC|3832.72
26531|FC|3818.2
26536|FC|3838.97
26541|FC|1730.02
26542|FC|1729.36
26545|FC|1728.89
26568|FC|3825.77
26686|FC|1733.53
26842|FC|3854.02
26843|FC|3854.02
26844|FC|3818.22
27067|FC|3806.27
27098|FC|1729.04
27110|FC|3829.7
27130|FC|7188.75
27278|FC|10177.76
27279|FC|10221.82
27356|FC|7281.64
27357|FC|3854.02
27381|FC|3853.26
27397|FC|3788.07
27400|FC|3855.99
27403|FC|3846.04
27407|FC|3805.25
27415|FC|7050.28
27427|FC|3824.87
27429|FC|7192.07
27438|FC|7275.56
27440|FC|7229.01
27442|FC|7247.3
27443|FC|7176.24
27446|FC|7221.47
27447|FC|7206.0
27509|FC|3842.94
27637|FC|3829.01
27652|FC|3838.1
27654|FC|3854.83
27665|FC|3855.02
27695|FC|3833.79
27696|FC|3848.56
27698|FC|3842.4
27700|FC|3776.73
27702|FC|10248.68
27705|FC|3855.9
27709|FC|7262.25
27720|FC|3836.61
27726|FC|3828.11
27730|FC|1733.53
27745|FC|3825.92
27756|FC|3817.55
27758|FC|7237.64
27759|FC|7245.1
27769|FC|3829.84
27792|FC|3840.98
27814|FC|3843.53
27822|FC|3839.89
27823|FC|3847.56
27826|FC|3838.18
27827|FC|7250.3
27828|FC|7229.99
27829|FC|3824.41
27832|FC|3831.53
27848|FC|3798.71
27870|FC|7176.24
27871|FC|7183.79
28102|FC|3801.83
28103|FC|3782.66
28106|FC|3745.41
28130|FC|3854.02
28202|FC|3828.9
28210|FC|3819.36
28262|FC|3854.02
28291|FC|3817.95
28297|FC|7155.67
28298|FC|3855.58
28299|FC|3851.61
28300|FC|3844.51
28302|FC|3853.07
28305|FC|3816.32
28320|FC|7272.21
28322|FC|3824.39
28415|FC|3837.83
28420|FC|7197.94
28436|FC|3708.32
28446|FC|3854.02
28465|FC|3848.66
28485|FC|3847.04
28546|FC|914.42
28555|FC|3801.8
28585|FC|3801.8
28615|FC|3850.82
28705|FC|10318.34
28715|FC|7166.55
28725|FC|7188.9
28730|FC|7152.51
28735|FC|7145.01
28737|FC|7127.86
28740|FC|3800.82
28750|FC|3809.12
29855|FC|3827.75
29856|FC|7064.72
29867|FC|7138.48
29885|FC|3827.86
29887|FC|3801.69
29888|FC|3838.1
29889|FC|7275.31
29899|FC|3854.02
29907|FC|7243.2
30468|FC|3157.29
30469|FC|3191.45
31084|FC|3202.52
31085|FC|3193.46
31087|FC|3162.82
31242|FC|3202.52
31243|FC|3167.29
31295|FC|2662.96
31298|FC|2659.84
31636|FC|2630.12
31647|FC|2638.98
32550|FC|1843.53
32553|FC|800.52
32994|FC|5300.17
33206|FC|5494.73
33207|FC|5478.57
33208|FC|5469.62
33211|FC|4625.4
33212|FC|4705.56
33213|FC|5482.45
33214|FC|5478.02
33216|FC|4760.55
33217|FC|4735.93
33221|FC|9187.05
33224|FC|5474.35
33226|FC|1730.07
33227|FC|4714.1
33228|FC|5483.69
33229|FC|9210.61
33230|FC|12625.0
33231|FC|16545.7
33233|FC|4795.91
33240|FC|12683.52
33249|FC|16535.45
33262|FC|12671.95
33263|FC|12660.09
33264|FC|16514.94
33270|FC|16488.72
33271|FC|4617.97
33274|FC|9175.48
33275|FC|1704.83
33276|FC|25938.55
33279|FC|2134.38
33285|FC|4660.2
33287|FC|16187.05
33288|FC|7129.85
33289|FC|16134.6
33900|FC|5589.95
33901|FC|5540.38
33902|FC|8890.15
33903|FC|5446.98
34490|FC|1743.99
36578|FC|1744.53
36581|FC|1743.46
36583|FC|3172.79
36810|FC|1743.18
36835|FC|1720.59
36836|FC|8889.14
36837|FC|8910.83
36861|FC|3253.5
36903|FC|5509.94
36904|FC|2870.35
36905|FC|5586.67
36906|FC|8870.23
37184|FC|8855.97
37187|FC|5469.9
37188|FC|1685.84
37192|FC|1730.55
37211|FC|3288.33
37220|FC|2878.41
37221|FC|5525.57
37224|FC|2859.31
37225|FC|8811.21
37226|FC|5489.64
37227|FC|8802.77
37228|FC|5576.66
37229|FC|8863.79
37230|FC|8900.93
37231|FC|8827.61
37236|FC|5539.09
37238|FC|5532.16
37241|FC|5589.95
37242|FC|8863.3
37243|FC|5583.17
37246|FC|2878.69
37248|FC|2887.73
41512|FC|3202.52
42900|FC|697.12
43210|FC|5292.52
43212|FC|2915.73
43229|FC|2024.98
43240|FC|2890.97
43257|FC|2058.85
43266|FC|2898.65
43270|FC|943.98
43274|FC|2957.24
43276|FC|2958.51
43284|FC|5302.13
43290|FC|932.88
44370|FC|2881.02
44384|FC|946.15
44405|FC|690.88
45327|FC|2895.87
45347|FC|2895.28
45389|FC|2899.56
47383|FC|5289.85
47538|FC|3100.84
47539|FC|3095.82
47540|FC|3125.32
47541|FC|3481.13
47555|FC|1849.85
47556|FC|5342.58
50593|FC|5304.05
51715|FC|1799.3
51992|FC|3113.67
52284|FC|2757.41
52327|FC|2735.22
52345|FC|1816.31
53440|FC|7336.19
53442|FC|2765.39
53444|FC|11467.61
53445|FC|11429.93
53447|FC|11457.88
53451|FC|7314.28
53452|FC|5144.96
53855|FC|1032.3
53865|FC|5126.87
54400|FC|7315.22
54401|FC|11438.18
54405|FC|11431.09
54410|FC|11459.61
54416|FC|11474.2
54660|FC|2748.94
55873|FC|5169.97
55874|FC|2704.96
55876|FC|801.97
55882|FC|7331.61
57288|FC|2437.25
58565|FC|2443.13
58580|FC|3426.48
59072|FC|177.82
61885|FC|12085.98
61886|FC|16096.12
61888|FC|7152.05
62350|FC|3358.58
62360|FC|9393.44
62361|FC|9318.07
62362|FC|9409.78
63610|FC|1003.3
63650|FC|3943.96
63655|FC|12264.15
63663|FC|3937.25
63664|FC|7287.67
63685|FC|16096.81
63744|FC|3357.32
64416|FC|524.66
64448|FC|524.42
64553|FC|7291.38
64555|FC|3875.39
64561|FC|3932.05
64568|FC|16047.01
64569|FC|7087.23
64575|FC|7217.14
64580|FC|12077.51
64581|FC|3909.2
64582|FC|16136.9
64583|FC|7345.69
64590|FC|12124.35
64595|FC|2133.19
64596|FC|7345.69
64628|FC|7182.06
64766|FC|1015.34
64865|FC|3391.63
64886|FC|3391.63
64890|FC|3391.63
64891|FC|3391.63
64892|FC|3331.63
64910|FC|3345.71
64912|FC|3333.78
65770|FC|7758.23
65781|FC|2865.83
65785|FC|2269.93
66175|FC|2803.01
66179|FC|2886.81
66180|FC|2877.0
66183|FC|2269.0
66683|FC|8890.96
66989|FC|2846.77
66991|FC|2847.05
67440|FC|1742.17
69705|FC|3154.4
69706|FC|3155.57
69714|FC|7123.36
69716|FC|7124.44
69717|FC|3774.67
69719|FC|7088.76
69729|FC|7116.69
69730|FC|7198.55
69930|FC|17691.83
92920|FC|2860.34
92928|FC|5541.8
C7531|FB|4398.34
C7532|FB|4680.9
C7535|FB|5957.66
C7537|FB|6603.04
C7538|FB|6367.55
C7539|FB|6236.97
C7540|FB|6442.25
C7563|FB|4680.9
C7564|FB|5669.8
C8003|FB|4252.62
C9600|FB|3150.42
C9739|FB|1024.38
C9740|FB|1408.85
C9757|FB|3677.52
C9764|FB|2252.02
C9765|FB|3596.17
C9766|FB|3269.0
C9767|FB|3374.69
C9772|FB|2485.04
C9773|FB|4715.55
C9774|FB|4395.73
C9775|FB|2794.78
C9777|FB|1134.0
C9778|FB|1722.39
C9781|FB|2833.09
C9796|FB|1081.9
C9797|FB|3847.07
0200T|FB|2535.13
0238T|FB|4850.65
0253T|FB|1234.16
0266T|FB|3630.74
0268T|FB|2410.32
0275T|FB|1634.17
0308T|FB|5477.92
0335T|FB|1293.55
0339T|FB|1505.37
0408T|FB|3735.96
0409T|FB|1282.03
0410T|FB|1477.58
0414T|FB|4226.07
0421T|FB|2791.43
0440T|FB|285.18
0441T|FB|365.79
0442T|FB|1467.21
0449T|FB|1297.39
0511T|FB|2007.87
0524T|FB|1084.45
0525T|FB|2195.36
0526T|FB|1477.58
0527T|FB|1918.36
0581T|FB|850.98
0583T|FB|508.75
0587T|FB|1052.59
0594T|FB|2717.05
0600T|FB|2596.86
0601T|FB|2361.28
0614T|FB|4149.01
0619T|FB|3218.15
0620T|FB|4271.7
0621T|FB|1620.81
0627T|FB|1390.51
0629T|FB|703.8
0632T|FB|3847.07
0644T|FB|1248.48
0651T|FB|311.04
0671T|FB|1025.88
0674T|FB|2799.81
0675T|FB|5178.66
0677T|FB|3789.03
0680T|FB|1967.05
0707T|FB|851.77
0737T|FB|3922.3
0784T|FB|5178.66
0793T|FB|3847.07
0797T|FB|3345.5
0800T|FB|1229.5
0803T|FB|3345.5
0816T|FB|1967.05
0817T|FB|1967.05
0869T|FB|1222.13
0884T|FB|2092.84
0885T|FB|2092.84
0886T|FB|2092.84
0913T|FB|2035.08
0915T|FB|4855.03
0916T|FB|4226.07
0917T|FB|1477.58
0918T|FB|1477.58
0923T|FB|4226.07
0933T|FB|1281.36
19105|FB|569.45
19296|FB|1869.57
19298|FB|892.04
19357|FB|3125.1
20690|FB|2099.61
20692|FB|5117.14
20696|FB|3839.8
20900|FB|2227.98
20983|FB|2117.33
21121|FB|587.6
21122|FB|2257.75
21125|FB|2257.75
21150|FB|2257.75
21195|FB|1982.24
21208|FB|2202.44
21210|FB|1890.61
21215|FB|2052.26
21243|FB|5055.75
21244|FB|1692.65
21245|FB|1574.86
21267|FB|689.75
21270|FB|1894.54
21275|FB|2244.98
21452|FB|2208.0
21454|FB|2185.43
21461|FB|2034.92
21462|FB|2249.23
21465|FB|2222.73
21685|FB|2219.14
22551|FB|4273.45
22554|FB|4393.98
22612|FB|4903.49
22856|FB|4944.24
22867|FB|4832.72
22869|FB|1922.46
23170|FB|1176.06
23395|FB|2650.5
23430|FB|2517.41
23455|FB|2662.71
23460|FB|2717.45
23470|FB|3513.11
23472|FB|4275.14
23485|FB|4766.72
23491|FB|5133.51
23515|FB|2508.35
23550|FB|2564.27
23552|FB|2481.57
23585|FB|2353.21
23615|FB|4332.98
23616|FB|4696.54
23630|FB|2585.13
23670|FB|2592.22
23680|FB|5075.48
24116|FB|2717.05
24126|FB|2565.05
24152|FB|2388.25
24344|FB|2517.02
24360|FB|1981.88
24361|FB|4903.49
24362|FB|3372.49
24363|FB|4565.73
24365|FB|3943.87
24366|FB|3585.27
24370|FB|4359.02
24371|FB|5396.74
24430|FB|4350.83
24435|FB|4361.25
24498|FB|4029.43
24515|FB|4800.94
24516|FB|4647.69
24545|FB|4404.4
24546|FB|3946.84
24575|FB|5024.89
24579|FB|5030.84
24586|FB|4387.28
24587|FB|4391.01
24615|FB|2552.46
24635|FB|2259.88
24666|FB|3165.66
24685|FB|2635.94
25332|FB|1222.13
25337|FB|2490.62
25350|FB|2190.57
25390|FB|2179.16
25391|FB|3758.62
25393|FB|2661.53
25400|FB|2366.99
25405|FB|2551.66
25415|FB|2717.05
25420|FB|2717.05
25425|FB|1259.69
25426|FB|1115.68
25431|FB|1840.9
25441|FB|3007.19
25442|FB|3942.74
25443|FB|1936.98
25444|FB|2066.79
25445|FB|2223.65
25446|FB|4135.74
25491|FB|5133.51
25515|FB|2693.81
25525|FB|2450.46
25526|FB|2285.08
25545|FB|2745.8
25574|FB|2343.36
25575|FB|2383.92
25607|FB|2314.61
25608|FB|2308.31
25609|FB|2275.23
25652|FB|2174.03
25800|FB|2264.21
25805|FB|2020.85
25810|FB|4838.89
25820|FB|2418.18
25825|FB|2693.42
26372|FB|2690.66
26390|FB|2725.71
26530|FB|2406.75
26531|FB|2194.9
26536|FB|2497.71
26541|FB|1170.94
26542|FB|1161.37
26545|FB|1154.46
26568|FB|2305.17
26686|FB|1222.13
26842|FB|2717.05
26843|FB|2717.05
26844|FB|2195.3
27067|FB|2021.25
27098|FB|1156.76
27110|FB|2362.65
27130|FB|3779.46
27278|FB|2779.32
27279|FB|3421.62
27356|FB|5133.51
27357|FB|2717.05
27381|FB|2706.03
27397|FB|1755.84
27400|FB|2745.8
27403|FB|2600.89
27407|FB|2006.28
27415|FB|1761.01
27427|FB|2292.17
27429|FB|3827.81
27438|FB|5044.97
27440|FB|4366.46
27442|FB|4632.8
27443|FB|3597.17
27446|FB|4256.35
27447|FB|4030.92
27509|FB|2555.6
27637|FB|2352.42
27652|FB|2485.12
27654|FB|2728.86
27665|FB|2731.62
27695|FB|2422.12
27696|FB|2637.51
27698|FB|2547.73
27700|FB|1590.46
27702|FB|3812.99
27705|FB|2744.61
27709|FB|4850.8
27720|FB|2463.46
27726|FB|2339.42
27730|FB|1222.13
27745|FB|2307.52
27756|FB|2185.45
27758|FB|4492.19
27759|FB|4600.81
27769|FB|2364.62
27792|FB|2526.86
27814|FB|2564.27
27822|FB|2511.11
27823|FB|2622.94
27826|FB|2486.3
27827|FB|4676.7
27828|FB|4380.59
27829|FB|2285.47
27832|FB|2389.42
27848|FB|1910.99
27870|FB|3597.17
27871|FB|3707.28
28102|FB|1956.28
28103|FB|1677.08
28106|FB|1134.07
28130|FB|2717.05
28202|FB|2350.84
28210|FB|2211.84
28262|FB|2717.05
28291|FB|2191.36
28297|FB|3297.35
28298|FB|2739.89
28299|FB|2682.0
28300|FB|2578.45
28302|FB|2703.27
28305|FB|2167.73
28320|FB|4995.88
28322|FB|2285.08
28415|FB|2481.18
28420|FB|3913.36
28436|FB|593.42
28446|FB|2717.05
28465|FB|2639.08
28485|FB|2615.46
28546|FB|564.13
28555|FB|1955.88
28585|FB|1955.88
28615|FB|2670.59
28705|FB|4828.43
28715|FB|3455.82
28725|FB|3781.68
28730|FB|3251.22
28735|FB|3141.85
28737|FB|2891.88
28740|FB|1941.7
28750|FB|2062.6
29855|FB|2334.3
29856|FB|1971.56
29867|FB|3046.62
29885|FB|2335.88
29887|FB|1954.31
29888|FB|2485.12
29889|FB|5041.26
29899|FB|2717.05
29907|FB|4573.28
30468|FB|1598.74
30469|FB|2096.44
31084|FB|2257.75
31085|FB|2125.88
31087|FB|1679.24
31242|FB|2257.75
31243|FB|1744.35
31295|FB|1877.37
31298|FB|1831.92
31636|FB|1398.77
31647|FB|1527.74
32550|FB|1211.36
32553|FB|503.79
32994|FB|2704.49
33206|FB|2680.51
33207|FB|2445.02
33208|FB|2314.44
33211|FB|930.54
33212|FB|2099.09
33213|FB|2501.47
33214|FB|2437.03
33216|FB|2900.81
33217|FB|2541.83
33221|FB|3247.32
33224|FB|2383.44
33226|FB|1026.54
33227|FB|2223.48
33228|FB|2519.72
33229|FB|3590.91
33230|FB|3660.11
33231|FB|5265.1
33233|FB|3416.03
33240|FB|4513.03
33249|FB|5115.66
33262|FB|4344.3
33263|FB|4171.59
33264|FB|4816.79
33270|FB|4434.5
33271|FB|822.3
33274|FB|3078.89
33275|FB|658.76
33276|FB|10236.53
33279|FB|1504.73
33285|FB|1437.92
33287|FB|4031.45
33288|FB|2032.44
33289|FB|3991.59
33900|FB|3940.88
33901|FB|3218.38
33902|FB|4814.82
33903|FB|1856.79
34490|FB|1229.5
36578|FB|1237.34
