HCPCS	EFF_DATE	RATE2023
84586	20230101	35.33
84588	20230101	33.94
84590	20230101	11.61
84591	20230101	17.06
84597	20230101	13.72
84600	20230101	17.11
84620	20230101	12.91
84630	20230101	11.39
84681	20230101	20.81
84702	20230101	15.05
84703	20230101	7.52
84703	20230101	7.52
84704	20230101	15.29
84830	20230101	12.7
85002	20230101	4.82
85004	20230101	6.47
85007	20230101	3.8
85008	20230101	3.43
85009	20230101	5.07
85013	20230101	7.0
85014	20230101	2.37
85014	20230101	2.37
85018	20230101	2.37
85018	20230101	2.37
85025	20230101	7.77
85025	20230101	7.77
85027	20230101	6.47
85032	20230101	4.31
85041	20230101	3.02
85044	20230101	4.31
85045	20230101	3.99
85046	20230101	5.57
85048	20230101	2.54
85049	20230101	4.48
85055	20230101	35.74
85130	20230101	11.89
85170	20230101	16.3
85175	20230101	20.37
85210	20230101	12.98
85220	20230101	17.65
85230	20230101	17.9
85240	20230101	17.9
85244	20230101	20.42
85245	20230101	22.94
85246	20230101	22.94
85247	20230101	22.94
85250	20230101	19.04
85260	20230101	17.9
85270	20230101	17.9
85280	20230101	19.35
85290	20230101	16.34
85291	20230101	9.11
85292	20230101	18.93
85293	20230101	18.93
85300	20230101	11.85
85301	20230101	10.81
85302	20230101	12.01
85303	20230101	13.84
85305	20230101	11.61
85306	20230101	15.32
85307	20230101	15.32
85335	20230101	12.87
85337	20230101	17.27
85345	20230101	4.69
85347	20230101	4.28
85348	20230101	4.49
85360	20230101	8.41
85362	20230101	6.89
85366	20230101	80.46
85370	20230101	12.43
85378	20230101	9.72
85379	20230101	10.18
85380	20230101	10.18
85384	20230101	9.72
85385	20230101	14.46
85390	20230101	15.48
85397	20230101	30.86
85400	20230101	7.71
85410	20230101	7.71
85415	20230101	17.19
85420	20230101	6.53
85421	20230101	10.18
85441	20230101	4.2
85445	20230101	6.82
85460	20230101	7.73
85461	20230101	9.36
85475	20230101	8.87
85520	20230101	13.09
85525	20230101	11.84
85530	20230101	13.09
85536	20230101	6.88
85540	20230101	8.6
85547	20230101	8.6
85549	20230101	18.75
85555	20230101	7.47
85557	20230101	13.36
85576	20230101	24.91
85576	20230101	24.91
85597	20230101	17.98
85598	20230101	17.98
85610	20230101	4.29
85610	20230101	4.29
85611	20230101	3.94
85612	20230101	17.49
85613	20230101	9.58
85635	20230101	9.85
85651	20230101	4.27
85652	20230101	2.7
85660	20230101	5.51
85670	20230101	5.77
85675	20230101	6.85
85705	20230101	9.63
85730	20230101	6.01
85732	20230101	6.47
85810	20230101	11.67
86000	20230101	6.98
86001	20230101	7.82
86003	20230101	5.22
86005	20230101	7.97
86008	20230101	17.93
86015	20230101	12.05
86021	20230101	15.05
86022	20230101	18.37
86023	20230101	12.46
86036	20230101	12.05
86037	20230101	12.05
86038	20230101	12.09
86039	20230101	11.16
86051	20230101	11.53
86052	20230101	12.05
86053	20230101	37.73
86060	20230101	7.3
86063	20230101	5.77
86140	20230101	5.18
86141	20230101	12.95
86146	20230101	25.45
86147	20230101	25.45
86148	20230101	16.07
86152	20230101	250.78
86155	20230101	15.99
86156	20230101	8.07
86157	20230101	8.06
86160	20230101	12.0
86161	20230101	12.0
86162	20230101	20.32
86171	20230101	10.01
86200	20230101	12.95
86215	20230101	13.25
86225	20230101	13.74
86226	20230101	12.11
86231	20230101	12.09
86235	20230101	17.93
86255	20230101	12.05
86256	20230101	12.05
86258	20230101	12.05
86277	20230101	15.74
86280	20230101	8.19
86294	20230101	25.57
86294	20230101	25.57
86300	20230101	20.81
86301	20230101	20.81
86304	20230101	20.81
86305	20230101	20.81
86308	20230101	5.18
86308	20230101	5.18
86309	20230101	6.47
86310	20230101	7.37
86316	20230101	20.81
86317	20230101	14.99
86318	20230101	18.09
86318	20230101	18.09
86320	20230101	29.92
86325	20230101	23.13
86327	20230101	29.92
86328	20230101	45.28
86328	20230101	45.28
86329	20230101	14.05
86331	20230101	11.98
86332	20230101	24.37
86334	20230101	22.34
86335	20230101	29.35
86336	20230101	15.59
86337	20230101	21.41
86340	20230101	15.08
86341	20230101	23.57
86343	20230101	12.46
86344	20230101	10.39
86352	20230101	135.86
86353	20230101	49.03
86355	20230101	37.73
86356	20230101	26.78
86357	20230101	37.73
86359	20230101	37.73
86360	20230101	46.98
86361	20230101	26.78
86362	20230101	12.05
86363	20230101	37.73
86364	20230101	11.53
86367	20230101	77.78
86376	20230101	14.55
86381	20230101	25.45
86382	20230101	16.91
86384	20230101	13.61
86386	20230101	21.78
86386	20230101	21.78
86403	20230101	11.54
86406	20230101	10.64
86408	20230101	42.13
86409	20230101	0.0
86413	20230101	0.0
86430	20230101	6.14
86431	20230101	5.67
86480	20230101	61.98
86481	20230101	100.0
86590	20230101	12.66
86592	20230101	4.27
86593	20230101	4.4
86596	20230101	12.05
86602	20230101	10.18
86603	20230101	12.87
86606	20230101	15.05
86609	20230101	12.88
86611	20230101	10.18
86612	20230101	12.9
86615	20230101	13.19
86617	20230101	15.49
86618	20230101	17.03
86618	20230101	17.03
86619	20230101	13.38
86622	20230101	8.93
86625	20230101	13.12
86628	20230101	12.01
86631	20230101	11.82
86632	20230101	12.68
86635	20230101	11.47
86638	20230101	12.12
86641	20230101	14.41
86644	20230101	14.39
86645	20230101	16.85
86648	20230101	15.21
86651	20230101	13.19
86652	20230101	13.19
86653	20230101	13.19
86654	20230101	13.19
86658	20230101	13.03
86663	20230101	13.12
86664	20230101	15.29
86665	20230101	18.14
86666	20230101	10.18
86668	20230101	14.16
86671	20230101	12.25
86674	20230101	14.72
86677	20230101	16.85
86682	20230101	13.01
86684	20230101	15.84
86687	20230101	9.09
86688	20230101	14.0
86689	20230101	19.35
86692	20230101	17.16
86694	20230101	14.39
86695	20230101	13.19
86696	20230101	19.35
86698	20230101	13.79
86701	20230101	8.89
86701	20230101	8.89
86702	20230101	13.52
86703	20230101	13.71
86704	20230101	12.05
86705	20230101	11.77
86706	20230101	10.74
86707	20230101	11.57
86708	20230101	12.39
86709	20230101	11.26
86710	20230101	13.55
86711	20230101	16.89
86713	20230101	15.3
86717	20230101	12.25
86720	20230101	16.2
86723	20230101	13.19
86727	20230101	12.87
86732	20230101	15.0
86735	20230101	13.05
86738	20230101	13.24
86741	20230101	13.19
86744	20230101	15.99
86747	20230101	15.03
86750	20230101	13.19
86753	20230101	12.39
86756	20230101	15.89
86757	20230101	19.35
86759	20230101	18.23
86762	20230101	14.39
86765	20230101	12.88
86768	20230101	13.19
86769	20230101	42.13
86771	20230101	24.48
86774	20230101	14.8
86777	20230101	14.39
86778	20230101	14.41
86780	20230101	13.24
86780	20230101	13.24
86784	20230101	12.56
86787	20230101	12.88
86788	20230101	16.85
86789	20230101	14.39
86790	20230101	12.88
86793	20230101	13.19
86794	20230101	16.85
86800	20230101	15.91
86803	20230101	14.27
86803	20230101	14.27
86804	20230101	15.49
86805	20230101	189.51
86806	20230101	47.59
86807	20230101	78.65
86808	20230101	29.68
86812	20230101	25.81
86813	20230101	58.0
86816	20230101	30.17
86817	20230101	106.14
86821	20230101	36.56
86825	20230101	109.49
86826	20230101	36.53
86828	20230101	64.19
86829	20230101	64.19
86830	20230101	95.52
86831	20230101	81.88
86832	20230101	323.75
86833	20230101	325.8
86834	20230101	357.56
86835	20230101	322.96
86850	20230101	9.77
86880	20230101	5.39
86885	20230101	5.72
86886	20230101	5.18
86900	20230101	2.99
86901	20230101	2.99
86902	20230101	6.35
86904	20230101	16.34
86905	20230101	3.83
86906	20230101	7.75
86940	20230101	8.77
86941	20230101	12.11
87003	20230101	16.84
87015	20230101	6.68
87040	20230101	10.32
87045	20230101	9.44
87046	20230101	9.44
87070	20230101	8.62
87071	20230101	9.89
87073	20230101	9.66
87075	20230101	9.47
87076	20230101	8.08
87077	20230101	8.08
87077	20230101	8.08
87081	20230101	6.63
87084	20230101	27.07
87086	20230101	8.07
87088	20230101	8.09
87101	20230101	7.71
87102	20230101	8.41
87103	20230101	20.46
87106	20230101	10.32
87107	20230101	10.32
87109	20230101	15.39
87110	20230101	19.6
87116	20230101	10.8
87118	20230101	14.61
87140	20230101	5.57
87143	20230101	12.52
87147	20230101	5.18
87149	20230101	20.05
87150	20230101	35.09
87152	20230101	7.74
87153	20230101	115.36
87154	20230101	218.06
87158	20230101	7.74
87164	20230101	10.74
87166	20230101	11.3
87168	20230101	4.27
87169	20230101	4.31
87172	20230101	4.27
87176	20230101	5.88
87177	20230101	8.9
87181	20230101	4.75
87184	20230101	7.48
87185	20230101	4.75
87186	20230101	8.65
87187	20230101	40.17
87188	20230101	6.64
87190	20230101	7.31
87197	20230101	15.02
87205	20230101	4.27
87206	20230101	5.39
87207	20230101	5.99
87209	20230101	17.98
87210	20230101	5.82
87210	20230101	5.82
87220	20230101	4.27
87230	20230101	19.74
87250	20230101	19.56
87252	20230101	26.07
87253	20230101	20.2
87254	20230101	19.56
87255	20230101	33.86
87260	20230101	14.43
87265	20230101	11.98
87267	20230101	13.42
87269	20230101	13.61
87270	20230101	11.98
87271	20230101	13.42
87272	20230101	11.98
87273	20230101	11.98
87274	20230101	11.98
87275	20230101	12.25
87276	20230101	16.07
87278	20230101	15.6
87279	20230101	16.43
87280	20230101	13.42
87281	20230101	11.98
87283	20230101	60.8
87285	20230101	12.18
87290	20230101	13.42
87299	20230101	16.1
87300	20230101	11.98
87301	20230101	11.98
87305	20230101	11.98
87320	20230101	15.0
87324	20230101	11.98
87327	20230101	13.42
87328	20230101	13.82
87329	20230101	11.98
87332	20230101	11.98
87335	20230101	12.66
87336	20230101	16.0
87337	20230101	11.98
87338	20230101	14.38
87338	20230101	14.38
87339	20230101	16.0
87340	20230101	10.33
87341	20230101	10.33
87350	20230101	11.53
87380	20230101	18.36
87385	20230101	13.25
87389	20230101	24.08
87389	20230101	24.08
87390	20230101	24.06
87391	20230101	21.9
87400	20230101	14.13
87400	20230101	14.13
87420	20230101	13.91
87420	20230101	13.91
87425	20230101	11.98
87426	20230101	35.33
87426	20230101	35.33
87427	20230101	11.98
87428	20230101	0.0
87428	20230101	0.0
87430	20230101	16.81
87430	20230101	16.81
87449	20230101	11.98
87449	20230101	11.98
87451	20230101	10.51
87467	20230101	15.05
87468	20230101	35.09
87469	20230101	35.09
87471	20230101	35.09
87472	20230101	42.84
87475	20230101	20.05
87476	20230101	35.09
87478	20230101	35.09
87480	20230101	20.05
87481	20230101	35.09
87482	20230101	55.74
87483	20230101	416.78
87484	20230101	35.09
87485	20230101	20.05
87486	20230101	35.09
87487	20230101	42.84
87490	20230101	22.75
87491	20230101	35.09
87492	20230101	53.47
87493	20230101	37.27
87495	20230101	30.03
87496	20230101	35.09
87497	20230101	42.84
87498	20230101	35.09
87500	20230101	35.09
87501	20230101	51.31
87502	20230101	95.8
87502	20230101	95.8
87503	20230101	29.22
87505	20230101	128.29
87506	20230101	262.99
87507	20230101	416.78
87510	20230101	20.05
87511	20230101	35.09
87512	20230101	41.76
87516	20230101	35.09
87517	20230101	42.84
87520	20230101	31.22
87521	20230101	35.09
87522	20230101	42.84
87525	20230101	29.8
87526	20230101	39.26
87527	20230101	41.76
87528	20230101	20.05
87529	20230101	35.09
87530	20230101	42.84
87531	20230101	58.0
87532	20230101	35.09
87533	20230101	41.76
87534	20230101	21.92
87535	20230101	35.09
87536	20230101	85.1
87537	20230101	21.92
87538	20230101	35.09
87539	20230101	58.62
87540	20230101	20.05
87541	20230101	35.09
87542	20230101	41.76
87550	20230101	20.05
87551	20230101	48.24
87552	20230101	42.84
87555	20230101	26.88
87556	20230101	41.68
87557	20230101	42.84
87560	20230101	27.29
87561	20230101	35.09
87562	20230101	42.84
87563	20230101	35.09
87580	20230101	20.05
87581	20230101	35.09
87582	20230101	302.62
87590	20230101	26.88
87591	20230101	35.09
87592	20230101	42.84
87593	20230101	0.0
87623	20230101	35.09
87624	20230101	35.09
87625	20230101	40.55
87631	20230101	142.63
87631	20230101	142.63
87632	20230101	218.06
87633	20230101	416.78
87633	20230101	416.78
87634	20230101	70.2
87634	20230101	70.2
87635	20230101	51.31
87635	20230101	51.31
87636	20230101	142.63
87636	20230101	142.63
87637	20230101	142.63
87637	20230101	142.63
87640	20230101	35.09
87641	20230101	35.09
87650	20230101	20.05
87650	20230101	20.05
87651	20230101	35.09
87651	20230101	35.09
87652	20230101	41.76
87653	20230101	35.09
87660	20230101	20.05
87661	20230101	35.09
87662	20230101	51.31
87797	20230101	30.03
87798	20230101	35.09
87799	20230101	42.84
87800	20230101	43.67
87801	20230101	70.2
87801	20230101	70.2
87802	20230101	12.73
87803	20230101	16.0
87804	20230101	16.55
87804	20230101	16.55
87806	20230101	32.77
87806	20230101	32.77
87807	20230101	13.1
87807	20230101	13.1
87808	20230101	15.29
87808	20230101	15.29
87809	20230101	21.76
87809	20230101	21.76
87810	20230101	35.29
87811	20230101	41.38
87811	20230101	41.38
87850	20230101	24.56
87880	20230101	16.53
87880	20230101	16.53
87899	20230101	16.07
87899	20230101	16.07
87900	20230101	130.35
87901	20230101	257.45
87902	20230101	257.45
87903	20230101	488.66
87904	20230101	26.07
87905	20230101	12.22
87905	20230101	12.22
87906	20230101	128.73
87910	20230101	257.45
87912	20230101	257.45
87913	20230101	257.45
88130	20230101	17.98
88140	20230101	7.99
88142	20230101	20.26
88143	20230101	23.04
88147	20230101	50.56
88148	20230101	17.31
88150	20230101	17.31
88152	20230101	27.64
88153	20230101	24.03
88155	20230101	14.65
88164	20230101	17.31
88165	20230101	42.22
88166	20230101	17.31
88167	20230101	17.31
88174	20230101	25.37
88175	20230101	26.61
88230	20230101	116.49
88233	20230101	140.73
88235	20230101	150.3
88237	20230101	143.75
88239	20230101	147.52
88240	20230101	13.07
88241	20230101	12.09
88245	20230101	173.17
88248	20230101	173.17
88249	20230101	173.17
88261	20230101	264.34
88262	20230101	125.49
88263	20230101	150.29
88264	20230101	144.61
88267	20230101	188.57
88269	20230101	173.66
88271	20230101	21.42
88272	20230101	40.7
88273	20230101	34.81
88274	20230101	42.38
88275	20230101	51.19
88280	20230101	33.47
88283	20230101	68.6
88285	20230101	26.91
88289	20230101	34.43
88371	20230101	22.23
88372	20230101	26.22
88720	20230101	5.02
88738	20230101	5.02
88740	20230101	9.37
88741	20230101	9.37
89050	20230101	4.72
89051	20230101	5.6
89055	20230101	4.27
89060	20230101	7.33
89125	20230101	5.88
89160	20230101	4.85
89190	20230101	5.79
89300	20230101	9.84
89300	20230101	9.84
89310	20230101	8.61
89320	20230101	12.31
89321	20230101	12.05
89321	20230101	12.05
89322	20230101	15.5
89325	20230101	10.67
89329	20230101	19.59
89330	20230101	10.38
89331	20230101	19.59
G0027	20230101	6.5
G0103	20230101	19.31
G0123	20230101	20.26
G0143	20230101	27.05
G0144	20230101	43.97
G0145	20230101	26.49
G0147	20230101	17.31
G0148	20230101	31.94
G0306	20230101	7.77
G0307	20230101	6.47
G0327	20230101	0.0
G0328	20230101	18.05
G0328	20230101	18.05
G0432	20230101	19.57
G0433	20230101	18.29
G0433	20230101	18.29
G0435	20230101	11.98
G0471	20230101	10.57
G0472	20230101	46.35
G0472	20230101	46.35
G0475	20230101	24.08
G0475	20230101	24.08
G0476	20230101	35.09
G0480	20230101	114.43
G0481	20230101	156.59
G0482	20230101	198.74
G0483	20230101	246.92
G0499	20230101	28.27
G0659	20230101	62.14
G2023	20230101	23.46
G2024	20230101	25.46
G9143	20230101	120.72
P2028	20230101	4.95
P2029	20230101	4.95
P2031	20230101	4.95
P2033	20230101	4.95
P2038	20230101	4.95
P3000	20230101	17.31
P9612	20230101	8.57
P9615	20230101	8.57
Q0111	20230101	17.31
Q0112	20230101	5.83
Q0113	20230101	4.27
Q0114	20230101	9.74
Q0115	20230101	25.0
U0001	20230101	35.92
U0002	20230101	51.31
U0002	20230101	51.31
U0003	20230101	75.0
U0004	20230101	75.0
U0005	20230101	25.0
