HCPCS	EFF_DATE	RATE2022
0146U	20220101	114.43
0147U	20220101	114.43
0148U	20220101	114.43
0149U	20220101	114.43
0150U	20220101	114.43
0152U	20220101	2126.2
0153U	20220101	3159.42
0154U	20220101	482.14
0155U	20220101	274.83
0156U	20220101	1740.0
0157U	20220101	282.88
0158U	20220101	282.88
0159U	20220101	282.88
0160U	20220101	282.88
0161U	20220101	282.88
0162U	20220101	486.54
0163U	20220101	390.75
0164U	20220101	112.02
0165U	20220101	463.76
0166U	20220101	503.4
0167U	20220101	7.52
0169U	20220101	466.17
0170U	20220101	1755.0
0171U	20220101	1519.06
0172U	20220101	3030.0
0173U	20220101	466.17
0174U	20220101	1305.37
0175U	20220101	1336.09
0176U	20220101	64.19
0177U	20220101	274.83
0178U	20220101	459.86
0179U	20220101	1943.21
0180U	20220101	274.83
0181U	20220101	185.2
0182U	20220101	301.35
0183U	20220101	185.2
0184U	20220101	185.2
0185U	20220101	185.2
0186U	20220101	185.2
0187U	20220101	274.83
0188U	20220101	274.83
0189U	20220101	274.83
0190U	20220101	274.83
0191U	20220101	274.83
0192U	20220101	274.83
0193U	20220101	282.88
0194U	20220101	185.2
0195U	20220101	375.25
0196U	20220101	185.2
0197U	20220101	185.2
0198U	20220101	282.88
0199U	20220101	274.83
0200U	20220101	274.83
0201U	20220101	185.2
0202U	20220101	416.78
0203U	20220101	760.0
0204U	20220101	2919.6
0205U	20220101	47.0
0206U	20220101	2215.4
0207U	20220101	511.2
0209U	20220101	787.15
0210U	20220101	18.63
0211U	20220101	8455.0
0212U	20220101	5475.2
0213U	20220101	2709.95
0214U	20220101	5224.6
0215U	20220101	2574.65
0216U	20220101	1537.02
0217U	20220101	2198.35
0218U	20220101	2279.0
0219U	20220101	725.0
0220U	20220101	706.25
0221U	20220101	274.83
0222U	20220101	282.88
0223U	20220101	416.78
0224U	20220101	0.0
0225U	20220101	416.78
0226U	20220101	0.0
0227U	20220101	62.14
0228U	20220101	0.0
0229U	20220101	192.0
0230U	20220101	301.35
0231U	20220101	846.27
0232U	20220101	274.83
0233U	20220101	274.83
0234U	20220101	527.87
0235U	20220101	600.0
0236U	20220101	602.7
0237U	20220101	584.9
0238U	20220101	584.9
0239U	20220101	3500.0
0240U	20220101	142.63
0240U	20220101	142.63
0241U	20220101	142.63
0241U	20220101	142.63
0242U	20220101	5000.0
0243U	20220101	64.41
0244U	20220101	3500.0
0245U	20220101	0.0
0246U	20220101	720.0
0247U	20220101	750.0
0248U	20220101	0.0
0249U	20220101	0.0
0250U	20220101	2919.6
0251U	20220101	17.27
0252U	20220101	0.0
0253U	20220101	0.0
0254U	20220101	0.0
0255U	20220101	0.0
0256U	20220101	0.0
0257U	20220101	0.0
0258U	20220101	3675.0
0259U	20220101	52.71
0260U	20220101	0.0
0261U	20220101	2513.25
0262U	20220101	0.0
0263U	20220101	750.0
0264U	20220101	0.0
0265U	20220101	0.0
0266U	20220101	0.0
0267U	20220101	0.0
0268U	20220101	0.0
0269U	20220101	0.0
0270U	20220101	0.0
0271U	20220101	0.0
0272U	20220101	0.0
0273U	20220101	0.0
0274U	20220101	0.0
0275U	20220101	18.37
0276U	20220101	0.0
0277U	20220101	0.0
0278U	20220101	0.0
0279U	20220101	11.53
0280U	20220101	17.27
0281U	20220101	17.27
0282U	20220101	720.0
0283U	20220101	18.4
0284U	20220101	17.27
0285U	20220101	0.0
0286U	20220101	0.0
0287U	20220101	0.0
0288U	20220101	0.0
0289U	20220101	0.0
0290U	20220101	0.0
0291U	20220101	0.0
0292U	20220101	0.0
0293U	20220101	0.0
0294U	20220101	0.0
0295U	20220101	0.0
0296U	20220101	0.0
0297U	20220101	0.0
0298U	20220101	0.0
0299U	20220101	0.0
0300U	20220101	0.0
0301U	20220101	0.0
0302U	20220101	0.0
0303U	20220101	0.0
0304U	20220101	0.0
0305U	20220101	0.0
0306U	20220401	0.0
0307U	20220401	0.0
0308U	20220401	0.0
0309U	20220401	0.0
0310U	20220401	0.0
0311U	20220401	0.0
0312U	20220401	0.0
0313U	20220401	0.0
0314U	20220401	0.0
0315U	20220401	0.0
0316U	20220401	0.0
0317U	20220401	0.0
0318U	20220401	0.0
0319U	20220401	0.0
0320U	20220401	0.0
0321U	20220401	0.0
0322U	20220401	0.0
0323U	20220701	0.0
0324U	20220701	0.0
0325U	20220701	0.0
0326U	20220701	0.0
0327U	20220701	0.0
0328U	20220701	0.0
0329U	20220701	0.0
0330U	20220701	0.0
0331U	20220701	0.0
36415	20220101	3.0
78267	20220101	11.06
78268	20220101	94.41
80047	20220101	13.73
80047	20220101	13.73
80048	20220101	8.46
80048	20220101	8.46
80051	20220101	7.01
80051	20220101	7.01
80053	20220101	10.56
80053	20220101	10.56
80055	20220101	47.81
80061	20220101	13.39
80061	20220101	13.39
80069	20220101	8.68
80069	20220101	8.68
80074	20220101	47.63
80076	20220101	8.17
80081	20220101	74.86
80143	20220101	18.64
80145	20220101	38.57
80150	20220101	15.08
80151	20220101	18.64
80155	20220101	38.57
80156	20220101	14.57
80157	20220101	13.25
80158	20220101	18.05
80159	20220101	20.15
80161	20220101	18.64
80162	20220101	13.28
80163	20220101	13.28
80164	20220101	13.54
80165	20220101	13.54
80167	20220101	18.64
80168	20220101	16.34
80169	20220101	13.73
80170	20220101	16.38
80171	20220101	21.67
80173	20220101	15.78
80175	20220101	13.25
80176	20220101	14.69
80177	20220101	13.25
80178	20220101	6.61
80178	20220101	6.61
80179	20220101	18.64
80180	20220101	18.05
80181	20220101	18.64
80183	20220101	13.25
80184	20220101	15.3
80185	20220101	13.25
80186	20220101	13.76
80187	20220101	27.11
80188	20220101	16.59
80189	20220101	27.11
80190	20220101	60.0
80192	20220101	16.75
80193	20220101	38.57
80194	20220101	14.6
80195	20220101	13.73
80197	20220101	13.73
80198	20220101	14.14
80199	20220101	27.11
80200	20220101	16.13
80201	20220101	11.92
80202	20220101	13.54
80203	20220101	13.25
80204	20220101	38.57
80210	20220101	27.11
80220	20220101	18.64
80230	20220101	38.57
80235	20220101	27.11
80280	20220101	38.57
80285	20220101	27.11
80299	20220101	18.64
80305	20220101	12.6
80305	20220101	12.6
80306	20220101	17.14
80307	20220101	62.14
80400	20220101	32.62
80402	20220101	86.96
80406	20220101	78.26
80408	20220101	125.5
80410	20220101	80.37
80412	20220101	801.62
80414	20220101	51.64
80415	20220101	55.89
80416	20220101	209.32
80417	20220101	43.99
80418	20220101	579.48
80420	20220101	161.88
80422	20220101	46.07
80424	20220101	50.5
80426	20220101	148.41
80428	20220101	66.7
80430	20220101	129.33
80432	20220101	165.61
80434	20220101	285.03
80435	20220101	103.0
80436	20220101	91.16
80438	20220101	50.41
80439	20220101	67.21
81000	20220101	4.02
81001	20220101	3.17
81002	20220101	3.48
81003	20220101	2.25
81003	20220101	2.25
81005	20220101	2.17
81007	20220101	29.98
81007	20220101	29.98
81015	20220101	3.05
81020	20220101	4.7
81025	20220101	8.61
81050	20220101	3.64
81105	20220101	122.22
81106	20220101	122.22
81107	20220101	122.22
81108	20220101	122.22
81109	20220101	122.22
81110	20220101	122.22
81111	20220101	122.22
81112	20220101	122.22
81120	20220101	193.25
81121	20220101	295.79
81161	20220101	279.0
81162	20220101	1824.88
81163	20220101	468.0
81164	20220101	584.23
81165	20220101	282.88
81166	20220101	301.35
81167	20220101	282.88
81168	20220101	207.31
81170	20220101	300.0
81171	20220101	137.0
81172	20220101	274.83
81173	20220101	301.35
81174	20220101	185.2
81175	20220101	676.5
81176	20220101	241.9
81177	20220101	137.0
81178	20220101	137.0
81179	20220101	137.0
81180	20220101	137.0
81181	20220101	137.0
81182	20220101	137.0
81183	20220101	137.0
81184	20220101	137.0
81185	20220101	846.27
81186	20220101	185.2
81187	20220101	137.0
81188	20220101	137.0
81189	20220101	274.83
81190	20220101	185.2
81191	20220101	207.31
81192	20220101	207.31
81193	20220101	207.31
81194	20220101	518.28
81200	20220101	47.25
81201	20220101	780.0
81202	20220101	280.0
81203	20220101	200.0
81204	20220101	137.0
81205	20220101	94.99
81206	20220101	163.96
81207	20220101	144.84
81208	20220101	214.62
81209	20220101	39.31
81210	20220101	175.4
81212	20220101	440.0
81215	20220101	375.25
81216	20220101	185.12
81217	20220101	375.25
81218	20220101	241.9
81219	20220101	121.63
81220	20220101	556.6
81221	20220101	97.22
81222	20220101	435.07
81223	20220101	499.0
81224	20220101	168.75
81225	20220101	291.36
81226	20220101	450.91
81227	20220101	174.81
81228	20220101	900.0
81229	20220101	1160.0
81230	20220101	174.81
81231	20220101	174.81
81232	20220101	174.81
81233	20220101	175.4
81234	20220101	137.0
81235	20220101	324.58
81236	20220101	282.88
81237	20220101	175.4
81238	20220101	600.0
81239	20220101	274.83
81240	20220101	65.69
81241	20220101	73.37
81242	20220101	36.62
81243	20220101	57.04
81244	20220101	44.89
81245	20220101	165.51
81246	20220101	83.0
81247	20220101	174.81
81248	20220101	375.25
81249	20220101	600.0
81250	20220101	58.49
81251	20220101	47.25
81252	20220101	101.12
81253	20220101	61.52
81254	20220101	35.0
81255	20220101	51.45
81256	20220101	65.36
81257	20220101	102.26
81258	20220101	375.25
81259	20220101	600.0
81260	20220101	39.31
81261	20220101	197.99
81262	20220101	68.55
81263	20220101	294.52
81264	20220101	172.73
81265	20220101	233.07
81266	20220101	304.81
81267	20220101	207.46
81268	20220101	260.79
81269	20220101	202.4
81270	20220101	91.66
81271	20220101	137.0
81272	20220101	329.51
81273	20220101	124.87
81274	20220101	274.83
81275	20220101	193.25
81276	20220101	193.25
81277	20220101	1160.0
81278	20220101	207.31
81279	20220101	185.2
81283	20220101	73.37
81284	20220101	137.0
81285	20220101	274.83
81286	20220101	274.83
81287	20220101	124.64
81288	20220101	192.32
81289	20220101	185.2
81290	20220101	39.31
81291	20220101	65.34
81292	20220101	675.4
81293	20220101	331.0
81294	20220101	202.4
81295	20220101	381.7
81296	20220101	337.73
81297	20220101	213.3
81298	20220101	641.85
81299	20220101	308.0
81300	20220101	238.0
81301	20220101	348.56
81302	20220101	527.87
81303	20220101	120.0
81304	20220101	150.0
81305	20220101	175.4
81306	20220101	291.36
81307	20220101	676.5
81308	20220101	301.35
81309	20220101	274.83
81310	20220101	246.52
81311	20220101	295.79
81312	20220101	137.0
81313	20220101	255.05
81314	20220101	329.51
81315	20220101	207.31
81316	20220101	207.31
81317	20220101	676.5
81318	20220101	331.0
81319	20220101	203.5
81320	20220101	291.36
81321	20220101	600.0
81322	20220101	46.6
81323	20220101	300.0
81324	20220101	758.36
81325	20220101	769.58
81326	20220101	46.6
81327	20220101	192.0
81328	20220101	174.81
81329	20220101	137.0
81330	20220101	47.0
81331	20220101	51.07
81332	20220101	43.65
81333	20220101	137.0
81334	20220101	329.51
81335	20220101	174.81
81336	20220101	301.35
81337	20220101	185.2
81338	20220101	150.33
81339	20220101	185.2
81340	20220101	208.92
81341	20220101	49.59
81342	20220101	201.5
81343	20220101	137.0
81344	20220101	137.0
81345	20220101	185.2
81346	20220101	174.81
81347	20220101	193.25
81348	20220101	175.4
81349	20220101	0.0
81350	20220101	234.0
81351	20220101	641.85
81352	20220101	329.51
81353	20220101	308.0
81355	20220101	88.2
81357	20220101	193.25
81360	20220101	193.25
81361	20220101	174.81
81362	20220101	375.25
81363	20220101	202.4
81364	20220101	324.58
81370	20220101	402.12
81371	20220101	404.52
81372	20220101	403.59
81373	20220101	127.43
81374	20220101	74.33
81375	20220101	220.74
81376	20220101	122.22
81377	20220101	94.74
81378	20220101	345.57
81379	20220101	335.38
81380	20220101	177.25
81381	20220101	169.9
81382	20220101	123.68
81383	20220101	109.13
81400	20220101	63.96
81401	20220101	137.0
81402	20220101	150.33
81403	20220101	185.2
81404	20220101	274.83
81405	20220101	301.35
81406	20220101	282.88
81407	20220101	846.27
81408	20220101	2000.0
81410	20220101	504.0
81411	20220101	1350.19
81412	20220101	2448.56
81413	20220101	584.9
81414	20220101	584.9
81415	20220101	4780.0
81416	20220101	12000.0
81417	20220101	320.0
81419	20220101	2448.56
81420	20220101	759.05
81422	20220101	759.05
81425	20220101	5031.2
81426	20220101	2709.95
81427	20220101	2337.65
81430	20220101	1625.0
81431	20220101	679.57
81432	20220101	679.05
81433	20220101	438.93
81434	20220101	597.91
81435	20220101	584.9
81436	20220101	584.9
81437	20220101	438.93
81438	20220101	438.93
81439	20220101	584.9
81440	20220101	3324.0
81442	20220101	2143.6
81443	20220101	2448.56
81445	20220101	597.91
81448	20220101	584.9
81450	20220101	759.53
81455	20220101	2919.6
81460	20220101	1287.0
81465	20220101	936.0
81470	20220101	914.0
81471	20220101	914.0
81490	20220101	840.65
81493	20220101	1050.0
81500	20220101	260.5
81503	20220101	897.0
81504	20220101	520.0
81506	20220101	68.92
81507	20220101	795.0
81508	20220101	54.3
81509	20220101	1487.37
81510	20220101	55.54
81511	20220101	153.5
81512	20220101	69.52
81513	20220101	142.63
81514	20220101	262.99
81518	20220101	3873.0
81519	20220101	3873.0
81520	20220101	2510.21
81521	20220101	3873.0
81522	20220101	3873.0
81523	20220101	3873.0
81525	20220101	3116.0
81528	20220101	508.87
81529	20220101	7193.0
81535	20220101	579.46
81536	20220101	177.56
81538	20220101	2871.0
81539	20220101	760.0
81540	20220101	3750.0
81541	20220101	3873.0
81542	20220101	3873.0
81546	20220101	3600.0
81551	20220101	2030.0
81552	20220101	7776.0
81554	20220101	5500.0
81560	20220101	0.0
81595	20220101	3240.0
81596	20220101	72.19
82009	20220101	4.52
82010	20220101	8.17
82010	20220101	8.17
82013	20220101	12.29
82016	20220101	16.49
82017	20220101	16.87
82024	20220101	38.62
82030	20220101	25.8
82040	20220101	4.95
82040	20220101	4.95
82042	20220101	7.78
82042	20220101	7.78
82043	20220101	5.78
82043	20220101	5.78
82044	20220101	6.23
82044	20220101	6.23
82045	20220101	33.94
82075	20220101	30.0
82077	20220101	17.27
82085	20220101	9.71
82088	20220101	40.75
82103	20220101	13.44
82104	20220101	14.46
82105	20220101	16.77
82106	20220101	17.0
82107	20220101	64.41
82108	20220101	25.48
82120	20220101	5.99
82120	20220101	5.99
82127	20220101	14.18
82128	20220101	13.87
82131	20220101	22.98
82135	20220101	16.45
82136	20220101	19.61
82139	20220101	16.87
82140	20220101	14.57
82143	20220101	9.35
82150	20220101	6.48
82150	20220101	6.48
82154	20220101	28.83
82157	20220101	29.28
82160	20220101	25.55
82163	20220101	20.52
82164	20220101	14.6
82172	20220101	21.09
82175	20220101	18.97
82180	20220101	9.89
82190	20220101	15.9
82232	20220101	16.18
82239	20220101	17.12
82240	20220101	26.58
82247	20220101	5.02
82247	20220101	5.02
82248	20220101	5.02
82252	20220101	4.56
82261	20220101	16.87
82270	20220101	4.38
82271	20220101	5.32
82271	20220101	5.32
82272	20220101	4.23
82274	20220101	15.92
82274	20220101	15.92
82286	20220101	5.16
82300	20220101	23.64
82306	20220101	29.6
82308	20220101	26.79
82310	20220101	5.16
82310	20220101	5.16
82330	20220101	13.68
82330	20220101	13.68
82331	20220101	13.34
82340	20220101	6.03
82355	20220101	11.58
82360	20220101	12.87
82365	20220101	12.9
82370	20220101	12.52
82373	20220101	18.06
82374	20220101	4.88
82374	20220101	4.88
82375	20220101	12.32
82376	20220101	14.07
82378	20220101	18.96
82379	20220101	16.87
82380	20220101	9.22
82382	20220101	27.3
82383	20220101	29.08
82384	20220101	25.25
82387	20220101	18.06
82390	20220101	10.74
82397	20220101	14.12
82415	20220101	12.67
82435	20220101	4.6
82435	20220101	4.6
82436	20220101	5.75
82438	20220101	5.0
82441	20220101	6.01
82465	20220101	4.35
82465	20220101	4.35
82480	20220101	7.87
82482	20220101	9.81
82485	20220101	20.65
82495	20220101	20.28
82507	20220101	27.8
82523	20220101	18.68
82523	20220101	18.68
82525	20220101	12.41
82528	20220101	22.52
82530	20220101	16.71
82533	20220101	16.3
82540	20220101	4.64
82542	20220101	24.09
82550	20220101	6.51
82550	20220101	6.51
82552	20220101	13.39
82553	20220101	11.55
82554	20220101	11.87
82565	20220101	5.12
82565	20220101	5.12
82570	20220101	5.18
82570	20220101	5.18
82575	20220101	9.46
82585	20220101	14.14
82595	20220101	6.47
82600	20220101	19.4
82607	20220101	15.08
82608	20220101	14.32
82610	20220101	18.52
82615	20220101	9.55
82626	20220101	25.27
82627	20220101	22.23
82633	20220101	30.98
82634	20220101	29.28
82638	20220101	12.25
82642	20220101	29.28
82652	20220101	38.5
82653	20220101	22.97
82656	20220101	11.53
82657	20220101	22.17
82658	20220101	44.03
82664	20220101	61.5
82668	20220101	18.79
82670	20220101	27.94
82671	20220101	32.3
82672	20220101	21.7
82677	20220101	24.18
82679	20220101	24.95
82679	20220101	24.95
82681	20220101	27.94
82693	20220101	14.9
82696	20220101	26.24
82705	20220101	5.1
82710	20220101	16.8
82715	20220101	22.97
82725	20220101	18.77
82726	20220101	19.75
82728	20220101	13.63
82731	20220101	64.41
82735	20220101	18.54
82746	20220101	14.7
82747	20220101	17.65
82757	20220101	17.34
82759	20220101	21.48
82760	20220101	11.2
82775	20220101	21.07
82776	20220101	11.74
82777	20220101	44.25
82784	20220101	9.3
82785	20220101	16.46
82787	20220101	8.02
82800	20220101	11.0
82803	20220101	26.07
82805	20220101	78.77
82810	20220101	9.77
82820	20220101	13.34
82930	20220101	6.71
82938	20220101	17.69
82941	20220101	17.63
82943	20220101	14.29
82945	20220101	3.93
82946	20220101	17.77
82947	20220101	3.93
82947	20220101	3.93
82948	20220101	5.04
82950	20220101	4.75
82950	20220101	4.75
82951	20220101	12.87
82951	20220101	12.87
82952	20220101	3.92
82952	20220101	3.92
82955	20220101	9.7
82960	20220101	6.05
82962	20220101	3.28
82963	20220101	21.48
82965	20220101	13.15
82977	20220101	7.2
82977	20220101	7.2
82978	20220101	15.45
82979	20220101	9.44
82985	20220101	16.76
82985	20220101	16.76
83001	20220101	18.58
83001	20220101	18.58
83002	20220101	18.52
83002	20220101	18.52
83003	20220101	16.67
83006	20220101	75.6
83009	20220101	67.36
83010	20220101	12.58
83012	20220101	26.89
83013	20220101	67.36
83014	20220101	7.86
83015	20220101	20.94
83018	20220101	21.96
83020	20220101	12.87
83021	20220101	18.06
83026	20220101	4.01
83030	20220101	10.74
83033	20220101	8.0
83036	20220101	9.71
83036	20220101	9.71
83037	20220101	9.71
83037	20220101	9.71
83045	20220101	6.49
83050	20220101	8.2
83051	20220101	7.31
83060	20220101	8.8
83065	20220101	9.0
83068	20220101	9.47
83069	20220101	3.95
83070	20220101	4.75
83080	20220101	16.87
83088	20220101	29.53
83090	20220101	17.92
83150	20220101	22.41
83491	20220101	17.9
83497	20220101	12.9
83498	20220101	27.17
83500	20220101	22.65
83505	20220101	24.3
83516	20220101	11.53
83516	20220101	11.53
83518	20220101	9.64
83518	20220101	9.64
83519	20220101	18.4
83520	20220101	17.27
83520	20220101	17.27
83521	20220101	17.27
83525	20220101	11.43
83527	20220101	12.95
83528	20220101	19.82
83529	20220101	17.27
83540	20220101	6.47
83550	20220101	8.74
83570	20220101	8.85
83582	20220101	15.47
83586	20220101	12.8
83593	20220101	28.5
83605	20220101	11.57
83605	20220101	11.57
83615	20220101	6.04
83625	20220101	12.79
83630	20220101	19.7
83631	20220101	19.63
83632	20220101	20.22
83633	20220101	11.25
83655	20220101	12.11
83655	20220101	12.11
83661	20220101	21.99
83662	20220101	18.91
83663	20220101	18.91
83664	20220101	19.32
83670	20220101	9.81
83690	20220101	6.89
83695	20220101	14.32
83698	20220101	46.31
83700	20220101	11.26
83701	20220101	33.86
83704	20220101	34.19
83718	20220101	8.19
83718	20220101	8.19
83719	20220101	12.75
83721	20220101	10.5
83721	20220101	10.5
83722	20220101	34.19
83727	20220101	17.19
83735	20220101	6.7
83775	20220101	7.37
83785	20220101	26.65
83789	20220101	24.11
83825	20220101	16.26
83835	20220101	16.94
83857	20220101	10.74
83861	20220101	22.48
83861	20220101	22.48
83864	20220101	28.5
83872	20220101	5.86
83873	20220101	17.2
83874	20220101	12.92
83876	20220101	50.86
83880	20220101	39.26
83880	20220101	39.26
83883	20220101	13.6
83885	20220101	24.51
83915	20220101	11.15
83916	20220101	27.39
83918	20220101	23.6
83919	20220101	16.45
83921	20220101	21.21
83930	20220101	6.61
83935	20220101	6.82
83937	20220101	29.85
83945	20220101	14.45
83950	20220101	64.41
83951	20220101	64.41
83970	20220101	41.28
83986	20220101	3.58
83986	20220101	3.58
83987	20220101	3.58
83993	20220101	19.63
84030	20220101	5.5
84035	20220101	3.98
84060	20220101	7.64
84066	20220101	9.66
84075	20220101	5.18
84075	20220101	5.18
84078	20220101	8.26
84080	20220101	14.78
84081	20220101	16.52
84085	20220101	9.44
84087	20220101	10.73
84100	20220101	4.74
84105	20220101	5.78
84106	20220101	5.82
84110	20220101	8.44
84112	20220101	98.11
84119	20220101	13.36
84120	20220101	14.71
84126	20220101	39.11
84132	20220101	4.76
84132	20220101	4.76
84133	20220101	4.73
84134	20220101	14.59
84135	20220101	21.27
84138	20220101	21.05
84140	20220101	20.67
84143	20220101	22.81
84144	20220101	20.86
84145	20220101	27.22
84146	20220101	19.38
84150	20220101	41.77
84152	20220101	18.39
84153	20220101	18.39
84154	20220101	18.39
84155	20220101	3.67
84155	20220101	3.67
84156	20220101	3.67
84157	20220101	4.0
84157	20220101	4.0
84160	20220101	5.61
84163	20220101	15.05
84165	20220101	10.74
84166	20220101	17.83
84181	20220101	17.03
84182	20220101	29.21
84202	20220101	14.35
84203	20220101	9.74
84206	20220101	26.69
84207	20220101	28.1
84210	20220101	14.48
84220	20220101	9.44
84228	20220101	11.63
84233	20220101	87.88
84234	20220101	64.88
84235	20220101	71.23
84238	20220101	36.57
84244	20220101	21.99
84252	20220101	20.24
84255	20220101	25.53
84260	20220101	30.98
84270	20220101	21.73
84275	20220101	13.44
84285	20220101	25.21
84295	20220101	4.81
84295	20220101	4.81
84300	20220101	5.06
84302	20220101	4.86
84305	20220101	21.26
84307	20220101	18.28
84311	20220101	8.1
84315	20220101	3.28
84375	20220101	39.0
84376	20220101	5.5
84377	20220101	5.5
84378	20220101	11.53
84379	20220101	11.53
84392	20220101	5.49
84402	20220101	25.47
84403	20220101	25.81
84410	20220101	51.28
84425	20220101	21.23
84430	20220101	11.63
84431	20220101	35.11
84432	20220101	16.06
84436	20220101	6.87
84437	20220101	6.47
84439	20220101	9.02
84442	20220101	14.78
84443	20220101	16.8
84443	20220101	16.8
84445	20220101	50.86
84446	20220101	14.18
84449	20220101	18.0
84450	20220101	5.18
84450	20220101	5.18
84460	20220101	5.3
84460	20220101	5.3
84466	20220101	12.76
84478	20220101	5.74
84478	20220101	5.74
84479	20220101	6.47
84480	20220101	14.18
84481	20220101	16.94
84482	20220101	15.76
84484	20220101	12.47
84485	20220101	7.2
84488	20220101	7.3
84490	20220101	9.93
84510	20220101	10.63
84512	20220101	10.09
84520	20220101	3.95
84520	20220101	3.95
84525	20220101	5.13
84540	20220101	5.56
84545	20220101	7.2
84550	20220101	4.52
84550	20220101	4.52
84560	20220101	5.08
84577	20220101	16.8
84578	20220101	4.47
84580	20220101	9.55
84583	20220101	6.05
84585	20220101	15.5
84586	20220101	35.33
84588	20220101	33.94
84590	20220101	11.61
84591	20220101	17.06
84597	20220101	13.72
84600	20220101	17.11
84620	20220101	12.91
84630	20220101	11.39
84681	20220101	20.81
84702	20220101	15.05
84703	20220101	7.52
84703	20220101	7.52
84704	20220101	15.29
84830	20220101	12.7
85002	20220101	4.82
85004	20220101	6.47
85007	20220101	3.8
85008	20220101	3.43
85009	20220101	5.07
85013	20220101	7.0
85014	20220101	2.37
85014	20220101	2.37
85018	20220101	2.37
85018	20220101	2.37
85025	20220101	7.77
85025	20220101	7.77
85027	20220101	6.47
85032	20220101	4.31
85041	20220101	3.02
85044	20220101	4.31
85045	20220101	3.99
85046	20220101	5.57
85048	20220101	2.54
85049	20220101	4.48
85055	20220101	35.74
85130	20220101	11.89
85170	20220101	16.3
85175	20220101	20.37
85210	20220101	12.98
85220	20220101	17.65
85230	20220101	17.9
85240	20220101	17.9
85244	20220101	20.42
85245	20220101	22.94
85246	20220101	22.94
85247	20220101	22.94
85250	20220101	19.04
85260	20220101	17.9
85270	20220101	17.9
85280	20220101	19.35
85290	20220101	16.34
85291	20220101	9.11
85292	20220101	18.93
85293	20220101	18.93
85300	20220101	11.85
85301	20220101	10.81
85302	20220101	12.01
85303	20220101	13.84
85305	20220101	11.61
85306	20220101	15.32
85307	20220101	15.32
