SVC_CD|MODIFIER_1|FEE
Z7506||146.17
Z7508||58.47
Z7510||58.47
Z7512||26.13
Z7514||58.47
Z7604||2868.8
Z7606||28.3
Z7608||28.3
Z9726||43.03
Z9727||43.03
51725|TC|34.7
51726|TC|88.97
51736|TC|16.03
51741|TC|16.9
51784|TC|58.32
51785|TC|54.47
51792|TC|106.54
51797|TC|50.95
54240|TC|28.3
54250|TC|14.26
59020|TC|58.14
59025|TC|19.62
70010|TC|43.78
70015|TC|79.16
70030|TC|25.13
70100|TC|26.64
70110|TC|33.2
70120|TC|27.58
70130|TC|46.03
70134|TC|44.05
70140|TC|24.6
70150|TC|36.9
70160|TC|26.31
70170|TC|42.84
70190|TC|26.09
70200|TC|36.96
70210|TC|22.33
70220|TC|32.53
70240|TC|21.4
70250|TC|24.6
70260|TC|36.35
70300|TC|7.55
70310|TC|19.6
70320|TC|38.72
70328|TC|24.9
70330|TC|40.98
70332|TC|61.45
70350|TC|10.44
70355|TC|11.04
70360|TC|17.62
70370|TC|43.71
70380|TC|30.2
70390|TC|48.02
70450|TC|94.42
70460|TC|137.27
70470|TC|163.9
70480|TC|161.7
70481|TC|191.22
70482|TC|227.83
70486|TC|125.62
70487|TC|143.04
70490|TC|140.47
70491|TC|184.4
70492|TC|231.12
70540|TC|252.66
70551|TC|188.21
70552|TC|276.68
70553|TC|316.79
71100|TC|26.1
71101|TC|29.67
71110|TC|31.06
71111|TC|40.75
71120|TC|24.97
71130|TC|26.09
71250|TC|133.32
71260|TC|170.83
71270|TC|208.88
71550|TC|403.12
72020|TC|16.38
72040|TC|24.97
72050|TC|38.44
72052|TC|49.79
72070|TC|27.35
72072|TC|30.96
72074|TC|36.76
72080|TC|25.93
72100|TC|29.98
72110|TC|43.4
72114|TC|56.92
72120|TC|36.24
72125|TC|129.09
72126|TC|175.44
72127|TC|215.24
72128|TC|132.34
72129|TC|176.8
72130|TC|216.09
72131|TC|131.98
72132|TC|175.44
72133|TC|214.89
72141|TC|181.08
72142|TC|287.28
72146|TC|183.45
72147|TC|284.19
72148|TC|181.42
72149|TC|281.85
72156|TC|319.01
72157|TC|319.36
72158|TC|318.04
72170|TC|22.95
72190|TC|33.04
72192|TC|117.13
72193|TC|222.88
72194|TC|264.42
72196|TC|304.13
72200|TC|21.71
72202|TC|30.96
72220|TC|25.12
72240|TC|70.33
72255|TC|67.4
72265|TC|67.03
72270|TC|79.37
72285|TC|69.17
72295|TC|72.78
73000|TC|21.16
73010|TC|21.78
73020|TC|16.38
73030|TC|25.59
73040|TC|53.81
73050|TC|26.75
73060|TC|21.46
73070|TC|21.46
73080|TC|27.2
73085|TC|73.14
73090|TC|20.57
73092|TC|21.46
73100|TC|17.87
73110|TC|27.41
73115|TC|44.26
73120|TC|17.12
73130|TC|26.32
73140|TC|17.67
73200|TC|168.32
73201|TC|211.69
73202|TC|280.29
73220|TC|448.08
73221|TC|206.55
73525|TC|78.84
73560|TC|20.19
73562|TC|25.15
73564|TC|29.01
73565|TC|21.01
73580|TC|76.45
73590|TC|21.46
73592|TC|21.46
73600|TC|19.92
73610|TC|26.32
73615|TC|79.92
73620|TC|17.87
73630|TC|25.01
73650|TC|19.37
73660|TC|17.22
73700|TC|131.98
73701|TC|175.82
73702|TC|214.7
73720|TC|382.2
73721|TC|206.2
74022|TC|36.75
74150|TC|116.66
74160|TC|221.59
74170|TC|255.65
74181|TC|216.39
74185|TC|376.25
74190|TC|36.16
74210|TC|42.62
74220|TC|40.98
74230|TC|59.57
74235|TC|103.72
74240|TC|103.91
74246|TC|122.33
74250|TC|105.86
74251|TC|480.37
74270|TC|58.08
74280|TC|70.31
74290|TC|43.0
74300|TC|41.59
74301|TC|20.78
74328|TC|110.65
74329|TC|110.65
74330|TC|110.65
74340|TC|18.13
74355|TC|88.7
74360|TC|93.79
74363|TC|113.75
74400|TC|74.49
74410|TC|98.04
74415|TC|118.25
74420|TC|54.22
74425|TC|48.23
74430|TC|28.06
74440|TC|42.62
74445|TC|49.89
74450|TC|39.9
74455|TC|70.4
74470|TC|40.97
74485|TC|86.92
74710|TC|25.88
74740|TC|50.93
75600|TC|227.44
75605|TC|98.32
75625|TC|102.25
75630|TC|104.04
75705|TC|169.78
75710|TC|130.84
75716|TC|143.37
75726|TC|121.45
75731|TC|136.04
75733|TC|148.76
75736|TC|124.31
75741|TC|102.44
75743|TC|104.21
75746|TC|114.47
75756|TC|143.9
75774|TC|87.74
75801|TC|124.74
75803|TC|124.74
75805|TC|112.54
75807|TC|119.18
75809|TC|27.42
75810|TC|376.92
75820|TC|63.12
75822|TC|86.13
75825|TC|90.58
75827|TC|97.16
75842|TC|126.92
75870|TC|120.78
75885|TC|102.71
75898|TC|99.85
75984|TC|67.03
75989|TC|80.96
76000|TC|33.29
76010|TC|22.43
76080|TC|32.37
76098|TC|11.01
76100|TC|54.89
76120|TC|58.98
76125|TC|28.68
76506|TC|66.05
76511|TC|35.95
76512|TC|27.2
76513|TC|60.98
76516|TC|37.61
76519|TC|50.33
76529|TC|51.41
76536|TC|65.98
76700|TC|82.35
76705|TC|60.12
76770|TC|79.89
76775|TC|39.06
76805|TC|90.65
76810|TC|57.67
76815|TC|56.89
76816|TC|47.59
76825|TC|84.15
76826|TC|64.92
76827|TC|52.85
76828|TC|23.9
76830|TC|70.84
76831|TC|76.91
76856|TC|67.93
76857|TC|30.24
76870|TC|47.16
76872|TC|65.01
76873|TC|86.71
76885|TC|82.95
76886|TC|71.98
76932|TC|57.6
76941|TC|74.53
76942|TC|34.85
76946|TC|17.26
76965|TC|31.76
76975|TC|37.1
77261|TC|52.6
77262|TC|79.86
77263|TC|124.14
77280|TC|101.16
77285|TC|160.33
77290|TC|190.07
77295|TC|351.37
77300|TC|42.66
77321|TC|57.43
77331|TC|23.75
77332|TC|33.0
77333|TC|40.67
77334|TC|90.12
77336|TC|47.4
77370|TC|81.92
77431|TC|68.28
77470|TC|46.69
77600|TC|204.09
77610|TC|225.95
77615|TC|296.93
77761|TC|235.91
77762|TC|275.89
77763|TC|354.91
77778|TC|495.24
77789|TC|79.61
77790|TC|9.3
78015|TC|100.97
78016|TC|139.76
78018|TC|163.84
78020|TC|28.92
78070|TC|121.32
78075|TC|290.57
78102|TC|115.03
78110|TC|45.18
78111|TC|67.66
78120|TC|66.27
78121|TC|86.99
78122|TC|101.35
78130|TC|103.01
78140|TC|99.28
78185|TC|112.93
78191|TC|137.34
78195|TC|231.11
78201|TC|100.55
78202|TC|153.37
78215|TC|110.45
78216|TC|130.59
78230|TC|76.48
78231|TC|82.53
78232|TC|101.77
78258|TC|157.71
78261|TC|136.5
78262|TC|136.5
78264|TC|381.7
78278|TC|161.98
78282|TC|49.89
78290|TC|141.16
78291|TC|172.05
78300|TC|97.49
78305|TC|136.06
78306|TC|171.95
78315|TC|163.6
78414|TC|96.81
78445|TC|152.52
78456|TC|183.36
78457|TC|80.42
78458|TC|108.23
78466|TC|105.45
78468|TC|136.42
78472|TC|194.93
78473|TC|277.03
78481|TC|170.01
78483|TC|225.4
78494|TC|222.13
78496|TC|26.38
78580|TC|138.78
78600|TC|149.81
78601|TC|177.88
78605|TC|169.3
78606|TC|207.78
78610|TC|53.08
78630|TC|220.84
78635|TC|197.1
78645|TC|197.1
78650|TC|195.24
78660|TC|107.97
78700|TC|98.32
78701|TC|154.7
78707|TC|226.95
78708|TC|153.99
78709|TC|217.43
78725|TC|92.79
78740|TC|86.17
78761|TC|105.49
78800|TC|107.38
78801|TC|163.33
78802|TC|195.53
79200|TC|61.06
79300|TC|74.48
80168|TC|16.66
80170|TC|16.71
80176|TC|14.99
80178|TC|6.75
80184|TC|9.64
80185|TC|13.52
80186|TC|14.03
80188|TC|16.93
80190|TC|20.93
80192|TC|17.09
80194|TC|14.89
80197|TC|14.01
80198|TC|14.42
80200|TC|16.44
80201|TC|12.15
80202|TC|13.82
80299|TC|14.45
81000|TC|2.96
81001|TC|3.18
81002|TC|2.47
81003|TC|2.25
81005|TC|2.03
81015|TC|2.87
82009|TC|4.31
82010|TC|8.2
82013|TC|11.39
82016|TC|15.14
82017|TC|17.2
82024|TC|39.39
82030|TC|26.31
82040|TC|4.61
82042|TC|3.25
82043|TC|5.83
82085|TC|9.9
82088|TC|41.56
82103|TC|13.7
82104|TC|14.76
82105|TC|97.54
82106|TC|13.8
82108|TC|22.63
82120|TC|4.6
82127|TC|14.15
82128|TC|14.15
82131|TC|21.07
82135|TC|16.79
82136|TC|18.0
82139|TC|17.2
82140|TC|14.86
82143|TC|8.58
82150|TC|6.58
82154|TC|29.41
82157|TC|29.86
82160|TC|25.51
82164|TC|14.89
82172|TC|15.09
82175|TC|19.35
82180|TC|10.09
82232|TC|16.5
82239|TC|16.71
82240|TC|27.12
82247|TC|4.69
82248|TC|5.06
82252|TC|4.65
82261|TC|15.9
82270|TC|3.35
82286|TC|5.26
82300|TC|23.6
82306|TC|28.45
82308|TC|27.32
82310|TC|4.7
82330|TC|13.95
82331|TC|6.46
82340|TC|6.15
82355|TC|11.81
82360|TC|13.13
82365|TC|13.15
82370|TC|12.77
82374|TC|1.56
82375|TC|12.57
82376|TC|6.1
82378|TC|19.34
82379|TC|17.2
82380|TC|9.41
82382|TC|21.48
82383|TC|26.69
82384|TC|25.76
82387|TC|18.41
82390|TC|10.96
82397|TC|14.4
82415|TC|12.92
82435|TC|3.45
82436|TC|5.04
82438|TC|4.98
82441|TC|6.13
82465|TC|4.44
82480|TC|8.03
82482|TC|9.0
82485|TC|21.07
82495|TC|20.69
82507|TC|28.36
82523|TC|19.06
82525|TC|12.66
82528|TC|22.97
82530|TC|17.04
82533|TC|16.63
82540|TC|4.73
82542|TC|17.61
82550|TC|6.64
82552|TC|13.66
82553|TC|11.62
82554|TC|12.11
82565|TC|4.95
82570|TC|5.28
82575|TC|9.64
82585|TC|10.72
82595|TC|6.1
82600|TC|19.78
82607|TC|15.3
82608|TC|14.61
82615|TC|8.77
82626|TC|25.78
82627|TC|22.51
82633|TC|31.6
82634|TC|29.86
82638|TC|12.5
82652|TC|38.07
82657|TC|20.36
82658|TC|22.56
82664|TC|27.55
82668|TC|19.18
82670|TC|28.36
82671|TC|32.95
82672|TC|22.12
82677|TC|24.66
82679|TC|25.45
82693|TC|15.2
82696|TC|24.09
82705|TC|5.2
82710|TC|17.14
82715|TC|21.08
82725|TC|16.64
82726|TC|18.42
82728|TC|13.85
82735|TC|18.91
82746|TC|15.0
82747|TC|13.19
82759|TC|21.88
82760|TC|11.42
82775|TC|21.49
82776|TC|9.07
82784|TC|6.98
82785|TC|16.75
82787|TC|8.18
82800|TC|7.65
82803|TC|13.6
82805|TC|27.88
82810|TC|8.97
82820|TC|12.24
82938|TC|18.05
82941|TC|17.99
82943|TC|14.57
82946|TC|16.32
82947|TC|3.79
82948|TC|3.11
82950|TC|4.81
82951|TC|12.93
82952|TC|3.97
82955|TC|9.89
82960|TC|6.17
82963|TC|21.92
82965|TC|9.66
82977|TC|7.34
82978|TC|14.54
82979|TC|8.61
82985|TC|15.39
83001|TC|18.83
83002|TC|18.8
83003|TC|17.01
83010|TC|12.61
83012|TC|21.48
83015|TC|13.95
83018|TC|22.4
83020|TC|12.54
83021|TC|17.67
83026|TC|2.96
83030|TC|9.86
83033|TC|7.33
83036|TC|9.8
83045|TC|5.96
83050|TC|7.28
83051|TC|7.46
83060|TC|8.43
83065|TC|8.26
83068|TC|8.7
83069|TC|4.03
83070|TC|4.84
83080|TC|17.2
83088|TC|30.12
83150|TC|13.08
83491|TC|17.88
83497|TC|13.15
83498|TC|27.46
83500|TC|23.1
83505|TC|24.79
83516|TC|9.87
83518|TC|6.8
83519|TC|14.08
83520|TC|11.75
83525|TC|11.66
83527|TC|13.21
83528|TC|18.19
83540|TC|6.56
83550|TC|7.91
83570|TC|9.03
83582|TC|14.46
83586|TC|13.06
83593|TC|26.83
83605|TC|10.8
83615|TC|6.16
83625|TC|13.05
83632|TC|20.63
83633|TC|6.86
83655|TC|12.2
83661|TC|22.42
83662|TC|19.28
83670|TC|9.35
83690|TC|6.98
83718|TC|7.75
83719|TC|11.87
83721|TC|9.43
83727|TC|17.53
83735|TC|6.84
83775|TC|7.52
83785|TC|25.08
83789|TC|18.75
83825|TC|16.2
83835|TC|17.28
83857|TC|10.95
83864|TC|18.29
83872|TC|5.98
83873|TC|17.55
83874|TC|13.17
83883|TC|13.87
83885|TC|25.0
83915|TC|11.37
83916|TC|25.13
83918|TC|20.55
83919|TC|16.79
83930|TC|6.75
83935|TC|6.91
83945|TC|13.27
83970|TC|39.98
83986|TC|3.65
84030|TC|5.61
84035|TC|3.73
84060|TC|7.53
84066|TC|9.86
84075|TC|4.74
84078|TC|6.98
84080|TC|15.08
84081|TC|16.85
84085|TC|8.42
84087|TC|10.53
84100|TC|4.83
84105|TC|5.3
84106|TC|5.34
84110|TC|8.61
84119|TC|10.76
84120|TC|15.01
84126|TC|31.82
84132|TC|3.95
84133|TC|4.4
84134|TC|14.31
84135|TC|19.53
84138|TC|19.32
84140|TC|21.09
84143|TC|23.27
84144|TC|21.0
84146|TC|19.63
84150|TC|31.18
84153|TC|18.76
84154|TC|18.76
84155|TC|3.4
84160|TC|5.28
84165|TC|10.96
84181|TC|17.37
84182|TC|22.48
84202|TC|14.63
84203|TC|8.94
84206|TC|22.25
84207|TC|28.65
84210|TC|13.29
84220|TC|9.63
84228|TC|11.87
84233|TC|71.13
84234|TC|60.97
84235|TC|65.39
84238|TC|37.29
84244|TC|22.43
84252|TC|20.64
84255|TC|26.04
84260|TC|31.6
84270|TC|21.48
84275|TC|13.7
84285|TC|24.01
84295|TC|4.03
84300|TC|4.96
84305|TC|21.1
84307|TC|18.65
84311|TC|7.44
84315|TC|3.01
84375|TC|24.49
84376|TC|5.38
84377|TC|5.61
84378|TC|11.75
84379|TC|11.75
84392|TC|5.04
84402|TC|25.98
84403|TC|26.16
84425|TC|21.65
84430|TC|11.87
84432|TC|16.39
84436|TC|6.92
84437|TC|6.6
84439|TC|9.08
84442|TC|15.08
84443|TC|16.94
84445|TC|51.87
84446|TC|13.77
84450|TC|5.06
84460|TC|5.26
84466|TC|12.63
84478|TC|5.76
84479|TC|6.52
84480|TC|14.45
84481|TC|17.18
84482|TC|16.08
84484|TC|9.72
84485|TC|7.34
84488|TC|7.45
84490|TC|9.11
84510|TC|10.61
84512|TC|9.26
84520|TC|3.61
84525|TC|4.7
84540|TC|3.8
84545|TC|6.75
84550|TC|4.6
84560|TC|4.84
84577|TC|15.58
84578|TC|4.06
84580|TC|8.77
84583|TC|5.55
84585|TC|15.81
84588|TC|34.62
84590|TC|11.72
84597|TC|14.0
84600|TC|16.4
84620|TC|12.08
84630|TC|11.61
84681|TC|20.46
84702|TC|15.19
84703|TC|7.41
84830|TC|11.13
85002|TC|4.6
85007|TC|3.11
85008|TC|0.6
85009|TC|4.65
85013|TC|2.33
85014|TC|2.42
85018|TC|2.38
85025|TC|7.75
85027|TC|6.55
85041|TC|3.06
85044|TC|3.03
85045|TC|4.07
85046|TC|5.29
85048|TC|2.59
85130|TC|12.13
85170|TC|4.52
85175|TC|5.68
85210|TC|13.24
85220|TC|18.0
85230|TC|18.26
85240|TC|18.2
85244|TC|20.83
85245|TC|23.4
85246|TC|23.4
85247|TC|23.4
85250|TC|19.43
85260|TC|18.26
85270|TC|18.26
85280|TC|19.74
85290|TC|16.66
85291|TC|9.08
85292|TC|19.31
85293|TC|19.31
85300|TC|12.01
85301|TC|11.03
85302|TC|12.26
85303|TC|14.11
85305|TC|11.84
85306|TC|15.63
85335|TC|13.13
85337|TC|13.02
85345|TC|4.4
85347|TC|4.19
85348|TC|4.12
85360|TC|8.57
85362|TC|6.78
85366|TC|9.83
85370|TC|11.59
85378|TC|7.46
85379|TC|10.39
85384|TC|8.76
85385|TC|10.61
85390|TC|6.46
85400|TC|7.85
85410|TC|7.86
85415|TC|17.53
85420|TC|6.67
85421|TC|7.02
85441|TC|4.28
85445|TC|6.95
85460|TC|7.21
85461|TC|4.79
85475|TC|9.05
85520|TC|13.16
85525|TC|11.59
85530|TC|13.36
85540|TC|8.78
85547|TC|8.78
85549|TC|19.13
85555|TC|6.86
85557|TC|13.62
85576|TC|13.66
85597|TC|18.34
85610|TC|4.0
85611|TC|4.03
85612|TC|11.96
85613|TC|9.7
85635|TC|10.04
85651|TC|2.72
85652|TC|2.75
85660|TC|5.19
85670|TC|5.73
85675|TC|6.98
85705|TC|9.82
85730|TC|6.13
85732|TC|6.6
85810|TC|11.9
86000|TC|6.1
86003|TC|5.32
86021|TC|15.35
86022|TC|18.74
86023|TC|12.7
86038|TC|12.2
86039|TC|11.38
86060|TC|7.45
86063|TC|5.89
86140|TC|5.28
86147|TC|22.97
86148|TC|16.39
86155|TC|16.31
86156|TC|7.41
86157|TC|8.23
86160|TC|12.06
86161|TC|12.24
86162|TC|20.74
86171|TC|10.21
86215|TC|13.51
86225|TC|14.01
86226|TC|12.35
86235|TC|16.74
86255|TC|12.29
86256|TC|11.92
86277|TC|16.05
86280|TC|8.35
86308|TC|5.15
86309|TC|6.6
86310|TC|7.52
86316|TC|21.23
86317|TC|15.28
86318|TC|16.18
86320|TC|27.46
86325|TC|22.81
86327|TC|27.46
86329|TC|14.33
86331|TC|6.77
86332|TC|24.86
86334|TC|22.79
86337|TC|21.84
86340|TC|15.38
86341|TC|20.76
86343|TC|12.7
86344|TC|9.54
86353|TC|50.01
86359|TC|38.48
86360|TC|47.92
86361|TC|27.31
86376|TC|14.84
86382|TC|17.25
86384|TC|12.5
86403|TC|10.59
86406|TC|10.84
86430|TC|5.78
86431|TC|5.76
86590|TC|11.62
86592|TC|4.36
86593|TC|4.49
86602|TC|10.39
86603|TC|13.13
86606|TC|15.35
86609|TC|13.14
86612|TC|13.16
86615|TC|13.45
86617|TC|15.8
86618|TC|17.37
86619|TC|13.64
86622|TC|9.11
86625|TC|13.38
86628|TC|12.24
86631|TC|12.06
86632|TC|12.94
86635|TC|11.7
86638|TC|12.37
86641|TC|14.7
86644|TC|14.21
86645|TC|16.48
86648|TC|15.51
86651|TC|13.45
86652|TC|13.45
86653|TC|13.45
86654|TC|13.45
86658|TC|13.29
86663|TC|13.38
86664|TC|15.61
86665|TC|18.15
86668|TC|12.99
86671|TC|12.5
86674|TC|15.01
86677|TC|14.86
86682|TC|13.27
86684|TC|16.16
86687|TC|8.56
86688|TC|14.29
86689|TC|19.74
86692|TC|17.5
86694|TC|11.95
86695|TC|13.45
86698|TC|12.75
86701|TC|9.07
86702|TC|13.55
86703|TC|13.72
86704|TC|12.29
86705|TC|11.9
86706|TC|10.91
86707|TC|5.37
86708|TC|12.63
86709|TC|11.37
86710|TC|13.83
86713|TC|15.61
86717|TC|12.5
86720|TC|14.03
86723|TC|13.45
86727|TC|13.13
86732|TC|13.77
86735|TC|13.3
86738|TC|13.51
86741|TC|13.45
86744|TC|14.68
86747|TC|15.33
86750|TC|13.45
86753|TC|12.63
86756|TC|12.84
86759|TC|16.48
86762|TC|14.68
86765|TC|13.14
86768|TC|13.45
86771|TC|16.48
86774|TC|15.09
86777|TC|14.68
86778|TC|14.69
86784|TC|12.82
86787|TC|13.06
86790|TC|13.14
86793|TC|13.45
86800|TC|16.19
86803|TC|14.42
86804|TC|15.8
86805|TC|55.68
86806|TC|42.16
86807|TC|43.88
86808|TC|30.27
86812|TC|26.32
86813|TC|59.15
86816|TC|28.41
86817|TC|66.34
86821|TC|22.37
86850|TC|2.98
86860|TC|22.76
86870|TC|18.96
86880|TC|5.5
86885|TC|5.84
86886|TC|4.84
86900|TC|2.73
86901|TC|2.82
86904|TC|7.85
86905|TC|3.84
86906|TC|5.98
86940|TC|8.37
86941|TC|12.14
86945|TC|28.87
86970|TC|19.83
86971|TC|19.83
86972|TC|19.11
86975|TC|19.11
86976|TC|19.11
86977|TC|19.11
86978|TC|22.92
87003|TC|17.18
87015|TC|6.67
87040|TC|10.3
87045|TC|9.55
87070|TC|8.62
87075|TC|9.66
87076|TC|8.24
87081|TC|6.52
87084|TC|10.76
87086|TC|8.2
87088|TC|6.98
87101|TC|7.86
87102|TC|8.54
87103|TC|9.19
87106|TC|9.32
87109|TC|15.7
87110|TC|19.84
87116|TC|10.47
87118|TC|13.4
87140|TC|5.68
87143|TC|12.77
87147|TC|4.49
87158|TC|6.54
87176|TC|6.0
87177|TC|9.08
87181|TC|1.33
87184|TC|4.85
87186|TC|8.69
87187|TC|12.94
87188|TC|6.77
87190|TC|5.23
87197|TC|15.33
87205|TC|3.97
87206|TC|5.5
87207|TC|6.12
87210|TC|4.09
87220|TC|4.28
87230|TC|20.14
87250|TC|19.96
87252|TC|24.43
87253|TC|18.36
87260|TC|11.59
87265|TC|11.59
87270|TC|11.59
87272|TC|11.59
87274|TC|11.59
87276|TC|6.85
87278|TC|11.59
87280|TC|10.14
87285|TC|11.59
87290|TC|11.59
87299|TC|11.59
87301|TC|11.59
87320|TC|11.59
87324|TC|10.1
87328|TC|9.89
87332|TC|11.59
87335|TC|11.59
87340|TC|10.47
87350|TC|11.75
87380|TC|16.86
87385|TC|11.59
87390|TC|18.93
87391|TC|20.1
87420|TC|3.35
87425|TC|10.17
87430|TC|9.39
87449|TC|9.64
87471|TC|35.79
87472|TC|43.7
87475|TC|20.45
87476|TC|35.79
87480|TC|20.46
87481|TC|35.79
87482|TC|51.17
87485|TC|20.45
87486|TC|35.79
87487|TC|43.7
87490|TC|19.7
87491|TC|35.77
87492|TC|43.67
87495|TC|25.05
87496|TC|35.79
87497|TC|43.7
87510|TC|20.46
87511|TC|35.79
87512|TC|42.6
87516|TC|35.79
87517|TC|43.7
87520|TC|25.05
87521|TC|35.79
87522|TC|43.7
87525|TC|25.05
87526|TC|36.04
87527|TC|42.6
87528|TC|20.45
87529|TC|35.26
87530|TC|43.7
87531|TC|25.05
87532|TC|35.79
87533|TC|42.6
87534|TC|20.46
87535|TC|35.79
87536|TC|86.8
87537|TC|20.45
87538|TC|35.79
87539|TC|53.51
87540|TC|20.46
87541|TC|35.79
87542|TC|42.6
87550|TC|20.46
87551|TC|43.85
87552|TC|43.7
87555|TC|24.67
87556|TC|38.26
87557|TC|43.7
87560|TC|25.05
87561|TC|35.79
87562|TC|43.7
87580|TC|20.46
87581|TC|35.79
87582|TC|52.17
87590|TC|14.47
87591|TC|35.65
87592|TC|43.7
87650|TC|20.46
87651|TC|35.79
87652|TC|42.6
87797|TC|25.05
87798|TC|34.6
87799|TC|43.7
87810|TC|11.59
87850|TC|11.59
87880|TC|8.02
87899|TC|5.59
88104|TC|7.41
88106|TC|7.41
88108|TC|8.3
88130|TC|4.58
88140|TC|2.04
88142|TC|5.16
88143|TC|5.29
88147|TC|3.55
88148|TC|3.87
88150|TC|3.3
88152|TC|3.3
88153|TC|3.3
88155|TC|1.87
88160|TC|9.17
88161|TC|5.93
88162|TC|13.97
88164|TC|2.77
88165|TC|3.3
88166|TC|3.3
88167|TC|3.3
88172|TC|8.12
88173|TC|14.91
88230|TC|28.97
88233|TC|35.88
88235|TC|21.52
88237|TC|28.58
88239|TC|37.62
88240|TC|2.29
88241|TC|2.29
88245|TC|43.53
88248|TC|44.16
88249|TC|44.16
88261|TC|54.51
88262|TC|30.93
88263|TC|38.32
88264|TC|33.19
88267|TC|45.84
88269|TC|42.41
88271|TC|4.82
88272|TC|8.36
88273|TC|8.19
88274|TC|9.73
88275|TC|9.09
88280|TC|5.5
88283|TC|2.79
88285|TC|2.18
88289|TC|3.47
88300|TC|2.4
88302|TC|6.01
88304|TC|8.74
88305|TC|11.76
88307|TC|25.14
88309|TC|53.21
88311|TC|2.27
88312|TC|9.42
88313|TC|11.06
88314|TC|12.4
88319|TC|19.73
88342|TC|15.43
88346|TC|16.08
88348|TC|68.19
88355|TC|33.65
88358|TC|19.16
88362|TC|51.78
88371|TC|5.67
88372|TC|6.02
89050|TC|1.02
89051|TC|1.39
89060|TC|1.82
89125|TC|1.35
89160|TC|1.11
89190|TC|1.33
91010|TC|20.82
91020|TC|23.78
91030|TC|7.54
91065|TC|10.86
91122|TC|19.05
92060|TC|10.66
92081|TC|10.87
92082|TC|11.24
92083|TC|9.63
92235|TC|51.58
92240|TC|42.45
92250|TC|13.29
92265|TC|13.94
92270|TC|10.51
92283|TC|5.54
92284|TC|6.73
92541|TC|12.54
92542|TC|11.99
92544|TC|11.99
92545|TC|11.99
92546|TC|11.99
92547|TC|11.99
92587|TC|49.99
92588|TC|51.47
92978|TC|203.5
92979|TC|102.78
93024|TC|44.98
93303|TC|140.14
93304|TC|70.65
93307|TC|129.18
93308|TC|64.59
93312|TC|55.85
93315|TC|69.29
93320|TC|65.9
93321|TC|33.51
93325|TC|108.36
93350|TC|68.94
93505|TC|75.03
93571|TC|233.35
93572|TC|232.14
93600|TC|65.65
93602|TC|34.93
93603|TC|66.27
93609|TC|75.9
93610|TC|31.89
93612|TC|36.45
93615|TC|23.52
93616|TC|13.41
93618|TC|73.59
93619|TC|256.67
93620|TC|270.85
93621|TC|300.94
93622|TC|300.94
93624|TC|86.04
93631|TC|265.86
93640|TC|284.3
93641|TC|280.43
93642|TC|278.55
93724|TC|138.05
93880|TC|168.51
93882|TC|94.05
93886|TC|221.97
93888|TC|147.49
93922|TC|50.82
93923|TC|96.36
93924|TC|105.33
93925|TC|104.21
93926|TC|104.72
93930|TC|105.4
93931|TC|93.89
93970|TC|173.75
93971|TC|101.89
93975|TC|175.13
93976|TC|175.32
93978|TC|171.88
93979|TC|96.72
93980|TC|166.3
93981|TC|153.33
93990|TC|88.51
94010|TC|21.17
94060|TC|38.75
94150|TC|4.79
94200|TC|14.11
94375|TC|19.98
94450|TC|20.83
94621|TC|82.87
94680|TC|35.29
94681|TC|70.57
94690|TC|12.79
95805|TC|182.48
95807|TC|184.88
95808|TC|184.49
95810|TC|274.6
95811|TC|271.95
95812|TC|57.51
95813|TC|63.88
95816|TC|56.37
95819|TC|43.83
95822|TC|50.36
95824|TC|14.64
95829|TC|9.57
95860|TC|17.88
95861|TC|31.05
95863|TC|36.77
95864|TC|77.63
95867|TC|22.83
95868|TC|24.52
95869|TC|9.41
95870|TC|6.97
95872|TC|24.17
95875|TC|16.88
95925|TC|54.7
95926|TC|79.49
95927|TC|79.49
95930|TC|10.37
95937|TC|7.99
95955|TC|79.72
95957|TC|96.8
95958|TC|70.93
