SVC_CD|Modifier_1|FEE|ASOFDATE
21554||791.52|01-01-2023
21555||494.92|01-01-2023
21556||581.84|01-01-2023
21557||1029.89|01-01-2023
21558||1438.59|01-01-2023
21600||622.26|01-01-2023
21601||1216.6|01-01-2023
21602||1656.06|01-01-2023
21603||1796.14|01-01-2023
21610||1215.0|01-01-2023
21615||654.97|01-01-2023
21616||740.43|01-01-2023
21620||545.73|01-01-2023
21627||596.06|01-01-2023
21630||1433.1|01-01-2023
21632||1279.42|01-01-2023
21685||1077.67|01-01-2023
21700||370.06|01-01-2023
21705||548.15|01-01-2023
21720||583.49|01-01-2023
21725||600.6|01-01-2023
21740||1071.07|01-01-2023
21750||711.26|01-01-2023
21811||615.23|01-01-2023
21812||746.57|01-01-2023
21813||1017.32|01-01-2023
21820||173.65|01-01-2023
21825||596.75|01-01-2023
21920||295.31|01-01-2023
21925||560.25|01-01-2023
21930||568.77|01-01-2023
21931||508.97|01-01-2023
21932||720.9|01-01-2023
21933||796.82|01-01-2023
21935||1095.22|01-01-2023
21936||1507.36|01-01-2023
22010||1049.83|01-01-2023
22015||1034.34|01-01-2023
22100||941.8|01-01-2023
22101||949.05|01-01-2023
22102||850.18|01-01-2023
22103||141.11|01-01-2023
22110||1146.88|01-01-2023
22112||1224.53|01-01-2023
22114||1224.53|01-01-2023
22116||145.93|01-01-2023
22206||2592.57|01-01-2023
22207||2546.38|01-01-2023
22208||608.86|01-01-2023
22210||1913.82|01-01-2023
22212||1631.66|01-01-2023
22214||1631.6|01-01-2023
22216||377.25|01-01-2023
22220||1741.2|01-01-2023
22222||1880.31|01-01-2023
22224||1709.42|01-01-2023
22226||374.0|01-01-2023
22310||349.79|01-01-2023
22315||988.15|01-01-2023
22318||1756.53|01-01-2023
22319||1941.96|01-01-2023
22325||1587.35|01-01-2023
22326||1617.64|01-01-2023
22327||1651.61|01-01-2023
22328||292.48|01-01-2023
22505||141.56|01-01-2023
22510||2150.16|01-01-2023
22511||2143.03|01-01-2023
22512||856.41|01-01-2023
22513||6912.74|01-01-2023
22514||6884.01|01-01-2023
22515||3553.84|01-01-2023
22532||1915.95|01-01-2023
22533||1777.42|01-01-2023
22534||374.47|01-01-2023
22548||2082.79|01-01-2023
22551||1807.58|01-01-2023
22552||410.51|01-01-2023
22554||1352.48|01-01-2023
